week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,2,11,7,16,13
2,4,5,4,2,14,23
3,3,8,5,12,5,13
4,6,3,10,9,17,21
5,3,5,6,7,10,19
6,3,2,4,15,16,13
7,4,5,9,12,13,23
8,5,5,5,4,16,19
9,5,7,8,7,14,19
10,2,5,5,13,19,28
11,3,4,9,19,14,21
12,4,7,5,12,20,21
13,2,4,3,10,12,12
14,2,5,6,14,14,22
15,2,5,8,11,11,22
16,2,4,6,5,11,17
17,1,5,3,10,6,17
18,0,6,5,10,15,20
19,4,4,6,8,7,15
20,2,3,4,9,9,17
21,2,3,6,7,10,12
22,4,2,8,7,15,11
23,5,6,5,8,15,11
24,5,3,4,11,13,13
25,5,2,3,11,7,13
26,2,4,9,10,16,21
27,5,7,4,6,8,18
28,2,10,4,11,10,14
29,2,2,5,8,11,11
30,10,6,7,7,17,12
31,4,4,6,7,12,11
32,3,3,6,8,8,15
33,4,4,5,9,8,7
34,3,3,7,9,17,17
35,1,2,10,8,11,11
36,0,4,7,8,7,8
37,4,6,4,8,13,9
38,5,7,1,10,21,19
39,3,2,9,10,17,10
40,4,6,2,6,11,12
41,2,9,10,11,11,13
42,1,5,6,10,10,19
43,3,8,5,11,13,18
44,6,1,6,15,12,18
45,6,2,8,8,13,17
46,5,6,7,10,10,12
47,1,7,7,8,20,16
48,1,6,10,7,16,13
49,2,2,5,10,14,13
50,3,5,5,13,13,14
51,8,3,7,11,19,20
52,0,9,11,10,9,7
53,0,0,0,0,0,0
