week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,4,1,6,10,15
2,0,5,2,7,7,5
3,1,3,3,3,13,11
4,6,5,4,9,11,9
5,5,0,1,7,14,8
6,1,9,10,6,4,12
7,1,4,6,7,5,12
8,0,0,4,4,7,12
9,4,4,7,8,13,15
10,0,5,3,6,5,7
11,1,3,2,5,10,13
12,1,2,3,7,3,6
13,0,3,1,12,4,13
14,0,5,5,6,5,8
15,1,0,3,7,7,11
16,1,4,2,7,12,8
17,3,4,2,2,6,6
18,2,4,4,6,4,12
19,4,5,2,4,5,4
20,4,5,2,6,4,9
21,1,3,0,4,6,8
22,3,4,3,3,3,7
23,3,2,6,7,2,12
24,3,5,7,3,4,8
25,0,5,4,7,6,8
26,1,1,6,6,4,4
27,2,2,2,4,1,6
28,1,0,1,8,3,6
29,4,4,0,9,7,8
30,1,4,3,7,8,10
31,0,2,2,3,6,9
32,1,3,5,4,2,7
33,2,0,3,6,6,6
34,2,5,1,7,6,7
35,1,5,3,2,7,11
36,1,8,5,4,14,8
37,2,5,6,4,10,10
38,3,2,2,3,7,8
39,3,4,6,2,5,11
40,1,3,1,4,6,8
41,3,3,4,8,5,9
42,2,1,4,6,3,7
43,2,5,5,5,3,4
44,0,3,5,6,5,5
45,4,1,5,6,7,6
46,1,1,2,6,9,10
47,3,2,3,5,6,7
48,3,6,2,5,6,10
49,4,2,3,4,10,8
50,4,4,2,3,9,12
51,1,1,1,4,2,10
52,6,2,5,6,10,10
53,0,0,0,0,0,0
