week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,1,15,13,20,28
2,6,9,12,16,17,29
3,3,5,6,8,12,24
4,2,5,13,12,11,21
5,3,5,13,14,12,21
6,7,8,10,8,14,26
7,2,4,6,9,6,22
8,8,6,6,11,16,20
9,4,3,10,10,14,21
10,1,5,4,8,17,30
11,1,12,9,14,18,22
12,5,4,4,11,7,11
13,6,8,5,15,17,15
14,3,3,10,10,12,19
15,1,4,11,7,13,19
16,2,6,5,15,9,13
17,2,6,5,2,9,17
18,6,8,11,7,13,16
19,2,5,9,8,10,15
20,4,2,6,9,12,12
21,1,5,9,9,12,12
22,1,3,7,10,5,15
23,2,1,7,8,8,10
24,3,7,10,6,12,16
25,2,9,6,3,6,14
26,2,2,6,9,8,11
27,2,2,4,13,10,17
28,4,7,6,13,16,10
29,4,4,7,6,13,18
30,6,6,6,12,10,13
31,3,6,7,8,11,9
32,3,3,6,6,8,24
33,7,2,7,9,12,14
34,2,6,8,10,12,17
35,5,4,11,9,10,16
36,2,4,5,10,7,13
37,9,5,5,7,15,13
38,0,5,10,12,14,19
39,2,8,10,5,12,9
40,5,4,7,11,10,16
41,3,7,5,10,10,13
42,3,1,5,5,14,9
43,2,2,3,8,10,15
44,4,6,8,11,11,20
45,2,5,3,8,12,17
46,4,5,8,10,12,20
47,4,3,12,8,14,13
48,2,6,6,6,13,15
49,3,3,6,8,11,23
50,1,5,7,5,16,15
51,5,13,8,21,17,17
52,3,7,6,9,15,23
53,0,0,0,0,0,0
