week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,3,1,6,8,10
2,3,2,5,8,2,9
3,2,2,0,2,11,10
4,0,4,5,3,4,7
5,5,1,6,6,8,12
6,4,7,8,5,10,7
7,4,4,1,2,9,11
8,1,3,1,10,6,3
9,2,1,1,5,17,12
10,0,2,5,6,8,9
11,1,2,3,3,10,8
12,1,2,10,4,7,14
13,1,4,7,4,2,19
14,3,5,3,10,15,15
15,0,3,4,4,8,10
16,2,2,2,4,7,12
17,1,2,4,3,2,8
18,0,3,4,4,7,6
19,0,0,5,5,6,7
20,2,5,1,7,1,8
21,1,4,5,3,10,9
22,2,5,4,3,6,4
23,1,3,3,5,4,9
24,2,4,7,7,8,7
25,3,0,3,3,9,10
26,0,9,5,2,5,5
27,1,1,2,10,5,10
28,3,4,5,4,5,5
29,3,1,3,3,4,8
30,3,1,4,4,6,12
31,1,3,3,2,4,9
32,1,1,6,6,4,9
33,0,1,3,6,3,10
34,0,1,2,0,6,7
35,1,3,0,6,3,13
36,3,1,5,3,7,9
37,4,0,3,2,4,3
38,4,2,7,7,7,6
39,1,4,1,9,7,3
40,2,1,2,5,5,11
41,2,4,5,4,8,7
42,1,3,3,3,6,6
43,2,2,3,4,7,10
44,3,1,3,9,8,13
45,2,2,4,7,2,9
46,5,2,7,8,13,18
47,4,3,4,8,7,13
48,2,4,5,5,11,16
49,1,2,4,6,8,12
50,3,2,6,4,15,11
51,3,4,7,8,13,14
52,6,4,4,6,12,16
53,2,5,5,5,9,16
