week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,7,6,13,12,26,27
2,9,12,6,14,17,21
3,6,6,12,13,25,19
4,5,5,10,11,11,29
5,2,4,8,14,24,16
6,5,10,5,13,14,33
7,8,3,11,18,18,24
8,8,11,10,14,17,32
9,6,6,9,10,22,18
10,8,5,10,10,15,23
11,3,9,13,21,17,29
12,1,6,10,14,19,18
13,1,10,12,11,18,15
14,5,7,12,12,18,25
15,6,1,8,10,12,26
16,4,6,13,15,15,21
17,3,7,11,13,12,12
18,5,3,6,6,12,24
19,4,11,6,14,16,19
20,3,3,7,8,9,19
21,5,3,6,6,11,23
22,6,7,4,11,18,12
23,2,2,10,10,7,16
24,4,4,6,4,11,13
25,5,3,2,7,16,12
26,4,5,3,8,7,22
27,4,5,6,13,11,16
28,2,7,4,11,5,14
29,2,7,9,13,13,23
30,6,6,8,13,15,17
31,5,6,11,14,10,23
32,3,5,10,9,16,13
33,6,5,6,13,13,12
34,4,7,8,9,14,15
35,4,7,4,17,11,18
36,4,4,8,11,13,12
37,2,11,11,13,14,14
38,6,6,9,8,10,14
39,4,5,11,15,12,12
40,8,5,4,16,17,12
41,6,6,5,8,11,18
42,5,9,14,15,15,12
43,3,6,5,13,18,8
44,4,6,9,14,13,12
45,5,9,10,15,20,24
46,5,7,7,12,9,11
47,4,4,8,11,14,19
48,3,11,10,16,12,12
49,3,9,13,8,10,21
50,5,3,21,11,16,24
51,3,4,8,16,9,19
52,7,7,15,8,14,18
53,0,0,0,0,0,0
