week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,5,10,9,12,16,32
2,4,5,11,13,19,33
3,8,7,6,14,13,28
4,5,7,10,12,16,22
5,2,9,7,17,10,21
6,3,4,7,16,14,25
7,6,1,3,6,10,18
8,4,0,7,5,11,22
9,5,6,11,5,10,19
10,4,4,7,16,7,19
11,2,7,8,6,13,18
12,1,4,9,9,9,21
13,1,3,7,8,15,10
14,6,6,5,7,12,20
15,4,6,8,9,10,13
16,1,1,8,11,10,11
17,4,6,8,18,12,17
18,4,9,12,8,10,18
19,7,5,7,9,7,18
20,7,7,9,6,11,14
21,4,4,10,9,10,16
22,2,4,3,7,7,18
23,2,2,1,12,11,17
24,2,7,7,12,8,10
25,1,3,4,12,19,18
26,1,1,6,10,10,13
27,4,3,7,14,8,14
28,3,4,4,7,7,17
29,6,7,7,13,9,19
30,1,4,9,9,13,20
31,3,4,7,8,6,20
32,1,3,8,10,13,21
33,3,4,5,10,7,18
34,2,5,4,9,10,16
35,4,7,3,9,8,13
36,0,5,8,9,9,17
37,2,3,8,8,11,11
38,2,1,12,16,11,13
39,9,3,5,11,13,21
40,3,8,9,8,12,15
41,2,3,14,4,11,21
42,4,3,6,8,8,15
43,6,6,3,11,15,19
44,5,2,5,9,7,22
45,1,2,4,4,14,19
46,6,3,7,12,15,16
47,5,3,5,7,16,18
48,3,4,10,12,19,16
49,4,3,7,10,14,17
50,2,2,8,9,15,16
51,5,10,4,8,10,21
52,1,8,9,10,20,22
53,0,0,0,0,0,0
