week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,1,7,2,3,22
2,0,4,3,5,8,17
3,4,5,3,2,8,15
4,1,2,1,5,9,17
5,1,1,4,5,1,15
6,0,1,12,8,3,22
7,2,1,7,10,7,9
8,4,3,2,7,13,8
9,5,4,5,3,13,10
10,2,3,3,7,10,8
11,0,3,5,9,6,13
12,0,4,4,4,5,12
13,4,8,4,7,7,16
14,4,4,7,10,10,16
15,1,1,3,5,7,11
16,3,3,3,6,8,10
17,0,2,7,6,9,14
18,2,3,3,4,9,9
19,4,2,3,4,10,9
20,1,1,1,6,6,17
21,3,2,6,3,2,8
22,1,1,4,3,4,9
23,0,1,2,5,5,7
24,1,4,3,7,7,17
25,2,6,6,8,9,13
26,2,2,3,6,9,20
27,3,1,1,4,4,11
28,0,7,3,5,10,12
29,0,4,1,3,7,11
30,3,5,7,8,7,17
31,1,1,6,4,8,20
32,0,4,3,6,4,19
33,2,2,2,5,7,8
34,1,2,1,8,7,13
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
