week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,4,4,6,14,9
2,3,4,6,10,13,12
3,1,5,8,8,7,19
4,3,5,3,8,9,17
5,5,6,5,10,9,11
6,4,0,5,8,11,17
7,1,5,8,12,18,11
8,1,3,1,8,12,11
9,1,6,3,6,13,17
10,1,2,5,8,14,23
11,3,2,8,6,10,22
12,1,2,3,7,13,19
13,3,5,7,6,7,14
14,6,7,6,9,8,10
15,2,3,7,13,6,9
16,1,5,8,8,10,13
17,2,3,3,12,9,5
18,2,4,5,9,8,6
19,1,2,9,7,8,11
20,1,2,8,8,8,10
21,5,4,4,8,13,14
22,1,7,5,6,11,12
23,1,3,5,7,10,7
24,3,1,2,6,12,7
25,1,8,4,3,9,17
26,2,8,11,7,6,9
27,1,8,7,8,9,12
28,2,6,8,7,13,10
29,4,5,6,4,10,11
30,2,5,3,7,3,16
31,4,6,10,10,6,7
32,2,1,4,3,13,6
33,0,6,7,5,11,22
34,3,2,5,5,6,15
35,3,6,4,6,5,18
36,0,3,3,7,12,11
37,1,2,6,5,11,18
38,3,6,6,11,8,12
39,1,5,3,6,6,11
40,3,5,4,6,7,7
41,2,7,6,8,9,10
42,2,2,4,9,14,10
43,4,5,4,8,11,14
44,3,6,7,11,12,7
45,2,3,5,12,9,8
46,2,6,8,5,11,11
47,2,2,2,8,7,9
48,4,5,6,10,6,16
49,1,1,7,13,15,9
50,2,4,3,8,10,12
51,4,5,5,8,11,18
52,0,0,3,13,9,11
53,0,0,0,0,0,0
