week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,13,17,20,32,49,54
2,8,20,25,39,43,42
3,7,13,17,41,52,52
4,19,16,19,33,36,56
5,7,18,16,37,50,61
6,13,25,17,39,36,66
7,9,18,26,27,46,73
8,17,17,26,40,46,50
9,13,16,17,31,39,58
10,16,22,20,34,37,53
11,19,14,28,34,48,65
12,11,11,17,29,47,71
13,13,17,19,29,58,68
14,16,15,11,22,60,55
15,9,19,22,35,46,56
16,20,18,20,27,33,39
17,13,20,27,28,48,60
18,13,14,21,25,50,38
19,14,19,14,30,36,57
20,15,23,19,29,51,53
21,8,9,16,29,32,62
22,7,18,19,25,49,53
23,11,17,18,27,33,40
24,13,18,16,26,32,46
25,11,19,25,29,43,39
26,13,14,16,28,48,47
27,9,14,15,36,34,35
28,10,21,18,31,34,47
29,13,11,21,32,43,49
30,15,18,25,33,41,55
31,11,12,27,28,34,48
32,3,14,15,38,37,52
33,9,17,20,32,52,50
34,14,20,15,39,38,42
35,12,10,26,26,35,61
36,3,16,17,28,43,37
37,10,17,17,32,28,50
38,12,20,21,23,33,45
39,18,13,24,20,35,48
40,12,11,23,37,37,62
41,12,20,22,38,32,45
42,9,21,21,33,38,49
43,13,15,25,28,44,47
44,7,21,26,46,42,54
45,15,16,27,42,46,46
46,13,27,31,37,45,60
47,12,15,23,34,50,59
48,8,27,25,37,41,57
49,11,16,22,27,47,44
50,14,18,33,33,42,51
51,11,15,28,40,58,63
52,12,19,41,36,49,74
53,0,0,0,0,0,0
