week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,17,12,34,40,37,57
2,9,17,22,32,43,73
3,12,15,28,34,50,82
4,8,19,30,37,50,67
5,12,18,28,37,40,77
6,13,18,20,31,64,67
7,20,22,26,41,44,77
8,14,27,25,36,50,83
9,8,15,25,40,46,83
10,16,14,25,26,43,70
11,14,15,19,36,54,68
12,11,25,30,27,46,69
13,8,18,30,28,41,59
14,9,24,31,44,49,65
15,8,21,27,30,34,65
16,12,19,23,34,52,63
17,10,18,25,40,42,51
18,14,11,15,38,47,62
19,7,20,23,21,37,54
20,9,21,20,35,53,47
21,8,10,19,32,42,54
22,17,20,16,28,42,56
23,11,13,26,41,40,57
24,7,16,24,28,41,50
25,8,14,16,27,41,58
26,18,16,18,35,36,50
27,10,15,32,37,35,56
28,9,16,21,38,46,63
29,13,26,26,31,35,62
30,8,24,30,43,42,55
31,12,16,15,21,40,67
32,12,21,24,28,36,57
33,7,13,23,32,36,48
34,8,24,23,31,43,47
35,11,19,13,43,42,54
36,9,24,24,25,33,54
37,11,10,27,33,42,48
38,8,9,31,33,44,54
39,9,13,22,31,34,68
40,11,19,28,33,47,48
41,6,21,25,41,36,48
42,9,17,15,34,45,54
43,19,25,19,39,44,57
44,4,21,22,37,34,45
45,4,15,30,32,36,49
46,11,16,19,33,52,53
47,12,24,25,27,55,44
48,13,27,31,37,53,53
49,14,20,22,23,37,57
50,13,17,21,30,46,57
51,7,22,23,41,52,57
52,11,24,25,36,51,60
53,0,0,0,0,0,0
