week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,0,3,2,2
2,2,2,0,1,5,2
3,0,1,1,2,3,7
4,0,0,2,5,2,2
5,0,0,1,0,0,4
6,0,1,1,0,3,0
7,0,1,0,3,1,5
8,0,2,0,1,4,0
9,1,1,0,1,1,7
10,0,0,0,1,1,2
11,1,0,2,2,0,3
12,0,1,4,0,4,4
13,0,0,0,1,1,0
14,1,0,2,2,2,1
15,0,2,1,1,2,1
16,0,0,0,1,1,1
17,0,0,0,2,1,1
18,0,1,2,0,2,1
19,0,2,2,1,1,2
20,1,2,1,0,1,2
21,0,1,1,2,1,1
22,1,2,2,3,0,1
23,0,0,0,0,2,3
24,2,0,0,2,0,3
25,2,0,1,1,0,1
26,1,1,1,0,1,3
27,0,0,1,1,0,2
28,0,0,2,0,2,0
29,0,0,0,0,1,2
30,1,0,0,1,1,3
31,0,1,1,2,1,3
32,1,0,2,1,2,1
33,1,0,1,3,0,1
34,0,0,0,1,0,2
35,0,0,2,1,2,0
36,0,0,1,0,4,1
37,0,1,0,2,0,1
38,0,0,0,1,1,2
39,1,0,2,2,3,2
40,0,0,0,0,0,3
41,0,0,2,0,1,2
42,0,0,1,0,1,1
43,0,0,0,2,0,1
44,1,0,1,2,3,1
45,1,0,0,1,1,1
46,0,0,0,0,0,1
47,0,0,0,1,2,0
48,0,1,1,0,1,5
49,0,1,0,2,0,1
50,0,0,2,0,0,3
51,0,1,2,4,1,4
52,0,2,1,5,3,4
53,0,0,0,0,0,0
