week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,7,25,24,25,46,58
2,11,13,25,30,48,71
3,10,12,28,38,37,54
4,12,16,18,30,37,73
5,7,10,13,44,32,66
6,15,15,15,36,38,56
7,10,10,22,33,42,72
8,11,15,22,31,39,71
9,15,13,24,31,50,58
10,11,12,27,30,46,64
11,6,19,32,36,52,82
12,7,16,25,37,49,58
13,10,9,34,25,49,73
14,11,16,30,23,39,57
15,4,15,16,23,41,56
16,16,19,24,29,40,58
17,17,12,33,18,35,58
18,7,8,14,34,32,47
19,6,19,16,22,43,46
20,11,14,13,36,29,67
21,7,8,22,32,31,43
22,9,17,18,30,29,41
23,10,9,11,24,30,50
24,13,12,22,31,31,54
25,13,17,24,25,45,58
26,5,10,20,28,30,71
27,7,9,29,27,38,66
28,11,15,18,24,18,61
29,9,12,18,27,42,70
30,10,16,16,24,46,54
31,12,9,21,25,31,54
32,13,13,17,24,33,53
33,14,9,22,24,33,54
34,8,11,18,24,35,49
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
