week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,2,2
4,1,0,0,0,0,0,0,0,1,0,1,1,1
5,0,0,0,0,0,0,0,0,0,0,0,1,5
6,0,0,0,0,0,0,0,0,0,1,1,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0,0,1,1
9,0,0,0,0,1,0,0,0,0,0,0,1,1
10,0,0,0,0,0,0,0,0,0,1,0,0,1
11,1,0,0,0,0,0,0,0,0,0,0,2,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,1,1
14,0,0,0,0,0,0,0,0,0,1,1,1,3
15,0,0,0,0,0,0,0,1,0,0,1,0,1
16,0,0,0,0,0,0,0,0,1,0,2,1,0
17,0,0,0,0,0,0,0,0,0,1,0,1,1
18,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,0,0,0,0,0,1,0,0,1,1
20,0,0,0,0,0,0,0,1,1,0,1,1,0
21,0,0,0,0,0,0,0,0,0,0,3,1,2
22,0,0,0,0,0,0,0,0,1,1,0,1,2
23,1,0,0,0,1,0,0,0,0,0,1,0,1
24,0,0,0,0,0,0,0,0,0,1,1,0,4
25,0,0,0,0,0,0,0,0,1,1,0,2,1
26,0,0,0,0,0,0,0,1,0,0,2,0,1
27,0,0,0,0,0,0,0,0,1,0,0,1,2
28,1,0,0,0,0,0,0,0,0,0,1,2,2
29,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,1,0,0,0,0,0,0
31,0,0,0,0,0,1,0,0,0,0,1,0,3
32,0,0,0,0,0,0,1,0,0,0,0,0,1
33,0,0,0,0,0,0,1,0,0,0,0,1,1
34,0,0,0,0,0,0,0,1,1,0,0,0,2
35,0,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0,0,0,0,0,0,0,0,0,0,0,2,2
38,0,0,0,0,0,1,0,0,2,0,4,0,2
39,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,1,0,0,6,0
41,0,0,0,0,0,0,0,0,0,0,1,1,3
42,0,0,0,0,0,0,0,0,0,0,1,0,1
43,0,0,0,0,0,0,0,0,0,1,0,0,2
44,0,0,0,0,0,0,0,1,0,0,1,1,1
45,0,0,0,0,0,0,0,0,0,0,1,1,0
46,0,0,0,0,0,0,0,0,0,0,1,0,2
47,0,0,0,0,0,0,0,0,0,0,0,0,2
48,0,0,0,0,0,0,0,0,0,1,1,0,0
49,0,0,0,0,0,0,0,0,2,0,0,2,1
50,0,0,0,0,1,0,1,0,0,0,1,1,1
51,1,0,0,0,0,2,0,0,0,1,2,1,1
52,0,0,0,0,0,0,0,0,0,0,0,1,1
53,0,0,0,0,0,0,0,0,0,0,0,0,0
