week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,6,4,7,7,12
2,4,5,4,5,8,9
3,2,4,8,9,7,9
4,2,2,5,6,7,10
5,2,6,3,7,9,10
6,2,6,10,4,12,14
7,3,4,8,8,10,13
8,5,4,3,7,11,28
9,2,8,13,9,13,15
10,1,3,6,8,11,14
11,2,3,3,4,10,14
12,2,6,4,5,12,15
13,3,3,3,3,14,10
14,4,5,3,4,11,5
15,1,4,2,9,7,5
16,4,3,4,6,9,7
17,3,3,5,6,8,8
18,2,4,5,8,7,7
19,1,2,3,3,7,9
20,3,5,4,1,4,5
21,5,4,8,3,5,10
22,1,1,4,8,3,3
23,1,2,3,2,10,9
24,1,2,0,2,9,9
25,3,3,2,6,4,10
26,3,3,6,6,10,6
27,3,2,5,4,2,8
28,7,5,4,2,7,9
29,3,2,5,2,7,10
30,1,7,7,5,2,8
31,1,2,0,9,8,11
32,4,4,6,6,12,9
33,7,2,6,6,7,10
34,2,2,5,5,2,9
35,2,3,5,7,2,6
36,2,3,3,6,11,5
37,1,2,1,8,5,8
38,1,4,3,3,12,7
39,7,3,0,8,9,6
40,2,1,2,5,4,9
41,3,5,4,4,4,7
42,3,4,5,5,7,10
43,2,3,8,4,10,9
44,1,6,2,4,11,9
45,4,1,1,8,5,8
46,1,2,3,3,8,10
47,3,2,3,5,8,8
48,5,4,4,5,7,7
49,4,2,4,8,7,14
50,6,4,4,6,5,11
51,3,2,8,2,7,8
52,3,2,1,6,12,9
53,1,4,8,4,9,8
