week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,5,3,5,7,17,27
2,0,3,5,14,12,25
3,1,6,3,8,9,20
4,6,5,8,9,17,18
5,4,7,4,10,11,20
6,6,6,4,11,16,18
7,6,8,5,3,7,14
8,7,9,9,7,12,17
9,4,5,7,11,10,18
10,5,8,3,13,14,26
11,1,9,8,9,13,21
12,4,8,7,7,5,17
13,4,6,7,10,16,12
14,1,5,7,9,13,24
15,5,4,4,11,9,15
16,1,2,4,9,10,19
17,0,4,7,3,14,22
18,4,7,7,8,9,14
19,2,6,6,14,15,12
20,3,2,3,6,12,20
21,3,8,9,10,8,13
22,1,6,3,10,6,15
23,1,7,10,8,11,16
24,2,9,3,4,10,11
25,4,3,6,17,9,20
26,2,4,8,9,15,7
27,3,2,9,7,10,10
28,5,2,6,9,14,17
29,3,8,1,14,9,15
30,1,3,4,7,9,10
31,3,5,7,16,8,12
32,6,5,5,3,11,12
33,3,6,5,14,17,11
34,2,2,6,17,19,15
35,3,6,5,7,11,12
36,3,4,2,10,8,13
37,3,5,3,9,10,13
38,5,7,4,10,10,20
39,4,13,2,12,7,13
40,4,8,10,11,12,14
41,7,3,5,10,13,20
42,5,8,5,7,13,25
43,3,4,8,8,9,11
44,6,3,8,7,5,15
45,3,6,6,9,16,15
46,2,6,5,10,11,26
47,7,4,8,6,18,14
48,2,6,7,11,13,12
49,3,7,6,10,13,20
50,3,2,6,10,14,25
51,5,8,5,5,15,21
52,2,11,6,11,29,21
53,0,0,0,0,0,0
