week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,0,3,0,1
2,0,0,0,0,0,2
3,0,0,1,0,2,2
4,0,0,0,1,1,2
5,0,0,0,1,2,4
6,0,1,0,0,1,1
7,0,1,2,0,0,0
8,0,1,0,0,1,1
9,1,2,1,0,0,2
10,0,0,0,0,0,2
11,0,2,0,0,1,0
12,1,0,1,1,1,0
13,0,1,0,0,0,1
14,0,0,0,0,0,2
15,1,0,1,0,0,0
16,1,1,1,0,1,0
17,0,0,1,1,2,2
18,0,0,1,1,1,0
19,0,0,1,0,1,0
20,0,2,0,1,0,1
21,0,0,1,1,1,2
22,0,0,1,4,0,0
23,0,0,0,0,0,0
24,0,1,0,1,2,1
25,0,0,1,0,1,0
26,1,0,0,2,0,0
27,1,1,0,2,1,1
28,0,1,0,0,1,0
29,0,0,0,1,1,0
30,1,1,0,1,0,0
31,0,0,2,0,0,2
32,0,1,0,0,1,0
33,1,0,0,1,3,1
34,0,1,0,2,1,2
35,0,0,0,2,0,1
36,0,1,0,2,4,2
37,1,0,0,1,1,5
38,0,1,0,0,0,3
39,2,0,0,0,2,0
40,2,0,2,0,1,1
41,0,0,0,0,0,2
42,0,0,0,0,2,3
43,2,0,0,2,2,1
44,0,0,0,2,0,4
45,0,0,0,2,0,0
46,0,1,0,3,1,1
47,0,0,0,0,0,0
48,0,0,0,1,2,1
49,0,0,1,0,0,2
50,0,1,0,1,1,1
51,1,0,0,1,0,1
52,0,0,1,1,1,0
53,0,0,0,0,0,0
