week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,6,10,14,24,25,41
2,6,10,17,18,20,39
3,4,6,14,14,27,48
4,4,8,14,18,20,51
5,6,6,11,15,25,48
6,8,7,5,12,30,41
7,8,6,15,18,33,45
8,5,8,8,12,14,19
9,5,13,12,16,24,44
10,3,8,15,20,20,30
11,8,9,14,13,19,42
12,3,14,16,14,13,38
13,5,11,9,10,21,36
14,3,10,14,24,25,38
15,11,9,20,19,18,42
16,4,7,18,15,17,33
17,7,8,13,9,25,21
18,5,12,10,18,17,29
19,5,10,9,14,18,23
20,7,10,16,13,20,23
21,11,8,12,11,25,27
22,4,8,11,9,16,39
23,5,6,13,20,15,35
24,4,9,12,9,29,32
25,4,11,13,20,18,29
26,8,12,13,17,22,24
27,5,6,14,15,21,33
28,6,5,15,16,20,41
29,1,4,17,25,22,40
30,6,12,14,21,17,39
31,6,6,17,18,23,38
32,9,9,15,16,18,28
33,4,11,14,17,22,17
34,8,9,12,12,24,31
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
