week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,0,1,2,6
2,1,2,5,1,1,4
3,1,2,3,2,3,6
4,1,2,2,0,6,4
5,2,2,3,2,1,7
6,1,1,5,2,3,3
7,1,0,2,2,3,6
8,0,0,1,2,3,4
9,0,2,3,1,2,3
10,0,1,0,1,4,6
11,1,0,0,2,6,1
12,0,1,2,3,2,3
13,0,4,3,1,2,3
14,1,2,3,3,4,7
15,0,2,3,3,4,7
16,0,3,0,4,2,10
17,1,2,2,1,1,5
18,0,2,1,4,1,9
19,1,0,3,2,1,2
20,1,0,0,5,3,1
21,0,0,1,0,5,1
22,0,1,2,3,1,1
23,0,2,2,1,3,1
24,1,0,4,4,2,2
25,1,2,3,2,2,4
26,0,1,1,1,0,4
27,0,1,4,2,5,6
28,0,1,2,1,2,4
29,0,1,2,5,1,4
30,0,3,2,0,2,1
31,3,1,1,2,2,3
32,0,0,0,1,5,4
33,0,1,0,4,3,2
34,0,0,0,3,3,4
35,0,1,0,2,4,4
36,2,1,0,1,4,1
37,2,1,2,0,3,4
38,0,1,4,5,5,4
39,0,0,1,2,1,2
40,4,0,1,3,5,4
41,0,1,2,2,3,3
42,0,2,3,2,7,3
43,0,0,0,0,3,5
44,2,0,2,4,4,7
45,0,2,5,4,7,5
46,2,1,5,4,5,5
47,1,1,0,5,3,7
48,1,2,3,5,4,8
49,0,1,3,3,11,9
50,1,0,2,3,11,14
51,2,1,3,4,7,11
52,1,1,7,6,7,5
53,1,4,1,3,5,5
