week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,6,2,5,3,10,8
2,0,7,2,4,4,7
3,4,4,6,3,4,8
4,1,1,2,5,4,13
5,3,2,5,6,6,9
6,2,1,3,7,11,6
7,5,4,3,5,12,14
8,4,1,4,7,11,16
9,3,1,6,8,7,16
10,2,1,6,12,6,4
11,4,2,2,9,4,8
12,3,3,2,4,7,8
13,0,2,2,5,6,7
14,3,2,6,6,6,7
15,0,5,3,2,4,7
16,0,3,5,4,5,7
17,2,2,3,3,7,8
18,1,3,2,5,7,11
19,1,1,5,0,4,9
20,2,1,6,3,3,3
21,3,3,3,10,5,13
22,4,1,3,3,6,7
23,1,0,3,2,3,13
24,4,5,4,6,10,13
25,2,1,0,6,5,6
26,1,3,3,3,3,6
27,1,2,4,7,4,7
28,2,2,1,9,5,7
29,1,2,2,7,4,10
30,1,1,0,3,8,8
31,2,0,5,8,3,12
32,1,0,2,7,9,9
33,1,1,3,5,8,6
34,0,1,3,9,6,8
35,1,2,3,3,7,4
36,8,5,3,8,6,8
37,1,2,10,3,1,7
38,2,4,5,3,5,9
39,0,1,6,6,5,6
40,1,2,6,4,6,7
41,0,4,4,4,7,11
42,0,6,3,4,5,6
43,0,4,3,6,6,6
44,3,4,1,6,6,8
45,1,2,5,3,6,7
46,0,3,4,4,10,11
47,1,7,1,5,5,10
48,1,2,0,2,7,10
49,1,1,4,2,8,7
50,3,3,4,4,5,10
51,1,1,2,3,8,9
52,4,0,4,4,8,9
53,1,3,1,4,8,10
