week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,9,11,7,7,13,23
2,4,8,4,10,13,16
3,3,3,8,9,7,22
4,0,9,8,9,15,18
5,2,5,7,11,16,28
6,0,4,5,8,21,18
7,5,7,5,13,18,25
8,1,4,5,12,15,19
9,6,6,5,11,19,11
10,3,6,10,13,19,29
11,7,7,11,12,23,31
12,1,7,5,15,16,25
13,3,11,6,9,21,26
14,0,6,4,16,13,19
15,6,2,7,6,16,24
16,2,7,4,7,14,16
17,10,4,9,7,8,13
18,1,5,5,11,18,13
19,4,5,3,11,12,13
20,4,8,4,5,7,14
21,5,2,3,5,12,16
22,3,8,7,12,9,13
23,3,3,5,7,15,9
24,3,6,6,8,13,13
25,6,9,9,17,10,16
26,6,4,5,10,13,17
27,1,4,9,11,16,16
28,7,7,8,7,13,25
29,4,4,7,10,10,16
30,3,4,6,8,15,18
31,1,7,7,10,15,17
32,2,6,5,10,9,27
33,4,4,5,6,9,19
34,5,6,7,3,6,24
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
