week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,0,2,0,4
2,0,1,2,0,1,0
3,2,0,1,0,1,2
4,0,1,2,2,0,3
5,0,0,1,0,1,1
6,1,0,2,1,2,0
7,1,1,0,0,0,2
8,1,0,0,1,0,0
9,0,0,1,1,3,1
10,1,1,0,0,1,1
11,0,1,0,1,1,3
12,0,1,1,1,0,0
13,0,1,1,1,0,3
14,1,0,1,0,5,1
15,1,0,1,1,1,2
16,0,2,0,2,2,5
17,1,2,0,0,1,1
18,0,0,1,1,0,1
19,0,0,0,0,0,2
20,0,0,0,0,1,1
21,0,0,2,1,0,1
22,1,2,1,2,4,1
23,0,2,1,0,2,0
24,2,0,1,1,3,2
25,0,0,1,1,1,2
26,0,0,0,2,1,2
27,0,1,2,1,2,2
28,0,0,1,0,0,2
29,1,0,0,1,0,3
30,1,1,2,0,0,0
31,0,0,2,0,0,1
32,0,0,1,2,0,2
33,1,0,2,1,1,1
34,0,0,2,0,2,1
35,1,1,0,1,1,1
36,1,0,2,1,4,4
37,0,0,1,0,2,3
38,1,0,0,1,2,2
39,1,1,1,2,3,1
40,1,0,0,0,1,3
41,0,0,0,1,1,1
42,0,0,1,1,0,2
43,0,1,0,3,1,6
44,1,0,0,0,2,1
45,0,2,2,3,3,1
46,1,0,0,0,2,3
47,0,0,0,0,2,2
48,1,1,2,1,2,1
49,0,0,0,1,1,0
50,2,2,0,0,1,4
51,0,0,2,2,1,1
52,0,1,0,1,1,4
53,0,1,0,2,2,1
