week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,1,0,0,0,0,0,1,1,1,2,9,5,14
2,0,0,0,1,0,0,1,0,2,2,8,6,8
3,1,0,0,0,1,1,0,1,1,2,3,7,11
4,3,0,0,0,1,0,0,1,1,3,4,7,12
5,2,0,0,1,0,2,0,0,2,2,2,7,9
6,2,0,0,0,0,0,2,0,3,0,2,4,9
7,1,1,0,0,0,0,2,2,0,1,3,10,7
8,0,0,0,0,0,2,1,0,2,1,2,5,5
9,2,1,0,0,0,2,1,3,0,0,3,9,10
10,0,0,0,0,0,1,1,0,1,0,2,6,6
11,0,0,0,0,0,2,2,1,1,0,3,7,7
12,0,0,0,0,1,0,0,2,0,5,8,6,8
13,2,0,0,2,0,2,0,0,1,2,0,4,5
14,2,0,0,0,0,0,1,1,1,1,5,8,11
15,2,0,0,0,0,0,2,1,1,3,2,4,9
16,0,1,0,0,0,1,3,1,2,1,8,4,13
17,1,0,0,1,1,0,0,0,2,1,5,3,10
18,6,0,0,1,0,1,0,2,0,4,5,6,9
19,3,0,0,0,0,1,4,1,0,2,6,9,9
20,2,1,0,0,1,0,0,0,1,2,6,6,7
21,5,0,0,1,0,0,2,0,0,3,6,8,7
22,1,0,0,0,0,1,1,1,3,0,1,3,9
23,1,0,0,1,1,0,0,1,1,3,4,7,7
24,1,0,0,0,0,1,1,0,3,2,5,9,12
25,2,0,0,0,0,1,0,1,6,4,7,8,10
26,3,0,0,0,0,1,1,1,0,3,5,11,7
27,1,0,0,0,0,0,0,0,1,2,4,3,12
28,2,0,1,1,0,0,1,2,2,2,4,6,14
29,2,0,0,0,1,0,0,0,0,2,4,7,3
30,0,1,1,0,1,0,0,1,0,5,1,5,11
31,1,0,0,1,0,2,0,0,0,3,8,4,7
32,1,0,0,0,0,0,2,1,0,3,2,9,13
33,0,0,0,0,0,0,2,1,0,1,2,11,11
34,0,0,0,0,0,1,3,1,2,3,1,4,7
35,2,0,0,0,1,2,0,2,2,2,6,5,16
36,2,0,0,0,0,0,1,0,2,3,7,5,14
37,2,0,0,0,0,0,0,0,4,1,5,7,4
38,3,0,0,0,2,1,0,2,1,2,8,4,5
39,1,0,0,1,2,0,0,1,3,3,3,11,7
40,0,0,0,0,0,0,0,1,1,1,9,7,8
41,1,0,0,0,1,1,2,1,0,1,4,12,9
42,0,0,0,0,0,0,1,0,1,0,3,6,5
43,2,1,0,0,1,0,0,0,0,4,5,6,7
44,1,0,0,0,2,0,0,1,0,0,4,9,10
45,1,0,0,0,0,1,1,0,2,3,2,5,5
46,0,0,0,1,0,0,0,3,3,1,4,4,5
47,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0
