week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,1,1,1,2
2,1,0,1,3,4,7
3,0,0,1,1,2,3
4,0,1,1,4,3,6
5,0,0,0,2,2,4
6,1,2,1,1,7,5
7,1,0,0,1,2,3
8,1,3,2,4,0,8
9,1,0,2,4,7,3
10,1,1,3,2,4,6
11,0,1,2,1,7,2
12,1,1,1,2,3,6
13,2,1,1,1,5,7
14,0,0,2,6,6,0
15,0,2,1,0,4,2
16,3,1,0,3,5,5
17,0,0,1,5,2,4
18,1,3,0,2,0,4
19,0,2,0,2,0,4
20,2,0,2,1,2,4
21,0,0,1,3,1,3
22,1,4,1,2,2,1
23,1,0,0,6,2,4
24,3,3,0,1,2,5
25,1,0,3,2,3,6
26,0,2,2,3,4,1
27,1,1,1,3,0,4
28,1,0,1,2,0,4
29,2,3,1,3,4,2
30,0,2,1,4,2,4
31,0,1,2,3,4,2
32,0,2,2,2,2,2
33,1,0,1,3,1,4
34,0,4,2,4,1,2
35,1,3,0,3,4,4
36,1,1,3,2,2,7
37,2,2,0,2,5,1
38,1,0,2,0,4,0
39,3,4,0,2,1,3
40,3,3,3,1,1,5
41,0,0,0,3,4,0
42,2,1,3,3,4,6
43,1,2,0,2,3,1
44,0,1,1,3,4,2
45,0,1,2,1,1,7
46,1,1,1,2,3,1
47,0,1,2,2,2,5
48,0,2,2,1,1,1
49,1,3,2,1,4,3
50,1,0,4,0,0,4
51,2,0,0,5,2,3
52,1,0,1,3,2,2
53,3,6,0,3,1,5
