week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,1,0,0,1,0,2,2,2,0,2,4,6,3
2,0,1,0,1,0,1,0,1,0,1,2,5,3
3,3,0,0,0,0,1,0,0,2,2,3,3,7
4,0,0,0,0,0,1,0,0,1,1,6,5,1
5,0,0,0,2,0,0,1,1,1,0,3,1,3
6,0,0,0,0,1,0,0,0,2,2,1,5,0
7,1,0,0,0,0,1,1,0,2,2,3,4,2
8,0,0,0,1,0,0,0,1,1,1,7,3,4
9,0,0,0,1,0,0,0,1,0,1,2,2,3
10,2,0,0,0,0,1,0,0,1,1,1,7,4
11,0,0,0,0,1,0,0,3,1,2,5,1,7
12,2,0,0,1,0,0,1,2,0,1,4,1,2
13,1,0,0,0,1,0,1,0,0,4,3,5,6
14,1,0,0,0,0,0,0,0,0,0,4,4,3
15,1,0,0,0,0,0,0,2,3,2,2,4,3
16,1,0,0,0,1,0,1,0,3,0,2,2,0
17,1,0,0,0,0,1,0,0,0,0,2,5,7
18,0,0,0,0,1,1,0,0,1,0,0,1,4
19,1,0,0,0,0,0,0,1,1,1,2,2,3
20,0,0,0,0,1,0,1,0,1,1,2,2,6
21,1,0,0,0,0,0,1,0,2,1,2,5,4
22,1,0,0,1,0,0,0,1,0,0,3,7,8
23,0,0,0,0,1,0,0,2,1,2,2,1,3
24,0,1,0,0,0,0,0,0,0,1,1,1,4
25,0,0,0,1,1,0,1,1,0,2,0,4,3
26,1,0,0,0,0,0,0,1,2,0,3,4,4
27,1,0,0,0,0,0,1,2,1,1,1,3,6
28,2,0,0,0,0,1,0,0,1,0,1,1,3
29,0,0,0,0,0,0,1,2,0,1,4,4,5
30,2,0,0,0,0,1,0,3,0,0,2,5,2
31,0,0,0,0,0,1,0,2,2,1,2,4,1
32,0,0,0,0,0,1,1,3,1,2,3,2,3
33,2,0,0,1,0,0,0,0,1,0,3,2,5
34,0,0,0,0,0,1,1,1,0,2,3,0,3
35,0,0,0,0,0,1,1,1,0,2,6,2,3
36,0,0,0,0,1,0,1,0,0,2,4,4,0
37,1,0,0,1,0,0,0,0,1,3,1,5,2
38,0,0,0,1,0,0,0,0,1,1,1,3,4
39,0,0,0,0,0,0,1,0,0,2,2,0,4
40,1,0,0,2,1,0,0,2,0,1,2,1,6
41,0,0,0,1,1,1,1,0,0,0,3,1,4
42,0,0,0,1,1,0,0,0,1,1,1,5,4
43,1,0,0,0,1,0,0,1,1,3,4,6,7
44,2,0,0,0,1,0,1,0,2,3,2,3,2
45,0,0,0,0,0,0,0,0,1,1,2,2,5
46,2,0,0,0,0,0,2,1,3,4,5,2,3
47,3,0,0,0,0,0,0,2,2,3,1,4,8
48,2,0,0,1,0,1,0,0,2,3,1,3,4
49,1,0,0,0,0,2,0,1,1,2,1,2,3
50,0,0,0,0,0,1,0,0,1,4,3,6,4
51,1,0,0,0,0,2,1,2,1,2,2,4,9
52,1,0,0,0,0,0,1,0,1,2,3,0,9
53,0,0,0,0,0,1,0,0,0,2,3,2,5
