week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,5,4,11,8,10
2,1,5,4,3,8,12
3,4,4,4,8,12,19
4,1,4,5,8,20,16
5,3,6,3,5,9,7
6,6,7,6,6,9,12
7,4,8,7,5,12,9
8,2,3,11,5,8,16
9,4,6,5,7,13,9
10,4,6,4,6,12,16
11,2,3,4,3,16,12
12,1,1,7,7,9,18
13,0,5,6,7,10,11
14,0,8,4,7,11,6
15,1,2,4,14,5,17
16,3,3,0,6,7,9
17,6,9,9,4,10,20
18,2,2,2,7,6,9
19,2,5,8,1,9,11
20,3,2,5,4,8,11
21,2,3,4,7,12,11
22,2,3,8,3,8,13
23,0,4,7,2,13,3
24,0,4,4,5,5,8
25,5,3,3,8,9,15
26,3,3,8,15,2,9
27,2,1,11,7,7,6
28,2,2,5,5,8,12
29,1,2,8,6,10,13
30,1,8,3,3,13,8
31,0,4,3,12,9,8
32,5,3,5,7,6,13
33,4,2,7,8,18,7
34,3,6,7,5,8,8
35,2,8,4,4,9,10
36,3,3,3,6,12,11
37,6,2,6,7,4,11
38,5,4,4,7,14,9
39,2,4,5,5,11,4
40,2,3,5,4,7,8
41,2,3,4,10,14,8
42,2,2,2,5,4,10
43,0,3,3,2,7,12
44,4,4,6,9,12,11
45,3,11,6,14,3,7
46,3,7,4,8,8,18
47,0,0,6,5,12,21
48,2,1,8,4,9,9
49,3,2,7,4,13,6
50,3,6,5,13,4,13
51,6,4,7,6,7,6
52,1,6,6,12,10,9
53,0,0,0,0,0,0
