week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,1,2,0,0,3
2,1,0,1,0,3,3
3,0,0,3,1,2,1
4,1,1,0,2,0,6
5,1,2,2,4,1,3
6,1,1,2,1,1,1
7,0,1,0,1,1,1
8,0,0,0,1,1,4
9,1,0,0,0,1,0
10,0,1,0,1,2,1
11,0,2,0,0,1,0
12,0,0,2,1,0,4
13,2,0,1,0,0,0
14,2,0,1,2,2,2
15,1,1,1,2,0,2
16,0,0,0,0,1,0
17,0,0,2,0,1,1
18,0,0,3,3,0,2
19,0,0,1,0,2,1
20,0,0,2,0,1,4
21,1,1,1,0,2,2
22,0,1,0,3,1,2
23,0,0,1,0,0,1
24,0,0,0,2,3,3
25,0,1,0,2,2,1
26,1,2,0,0,1,2
27,0,0,2,0,2,0
28,0,0,0,1,0,2
29,1,0,0,0,2,2
30,0,1,2,3,1,2
31,1,0,2,2,2,2
32,0,1,0,1,0,0
33,0,0,0,0,1,0
34,2,0,1,0,3,1
35,1,1,3,0,1,6
36,0,0,1,1,1,0
37,0,1,0,0,1,1
38,0,1,2,1,0,1
39,0,0,1,1,0,2
40,0,0,0,0,1,1
41,1,3,2,0,2,1
42,1,1,2,2,3,2
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
