week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,11,15,23,29,50
2,10,6,13,23,18,38
3,13,6,15,14,27,42
4,4,11,21,21,29,33
5,4,8,8,13,27,28
6,4,8,14,13,19,35
7,8,3,14,16,14,27
8,7,11,12,19,19,31
9,6,8,14,10,26,22
10,4,15,14,11,20,26
11,7,7,12,17,20,20
12,10,7,15,15,23,35
13,12,7,9,14,15,26
14,8,9,13,20,16,32
15,9,3,12,12,8,23
16,6,5,13,6,13,14
17,8,11,8,18,12,21
18,10,7,22,7,13,17
19,7,4,15,20,19,24
20,6,9,9,14,17,18
21,6,7,9,8,16,23
22,8,7,7,14,23,21
23,0,5,10,9,13,24
24,1,8,14,12,21,26
25,5,11,11,13,15,20
26,5,13,13,15,18,12
27,6,7,7,6,14,16
28,5,7,11,12,14,18
29,2,9,12,8,15,31
30,6,11,10,15,20,22
31,5,7,18,18,11,16
32,3,11,12,12,18,18
33,10,10,8,18,17,20
34,9,9,14,17,17,22
35,4,16,24,9,12,19
36,10,4,13,10,21,22
37,8,8,9,13,22,14
38,8,10,13,13,21,16
39,3,12,13,13,16,15
40,9,10,7,5,15,22
41,5,5,12,12,17,17
42,8,8,17,15,16,21
43,5,4,12,17,19,25
44,8,3,10,24,23,24
45,4,4,12,14,15,36
46,2,14,11,21,27,15
47,5,11,17,19,18,26
48,10,14,15,26,24,41
49,9,12,14,12,27,42
50,7,11,14,26,33,31
51,9,8,20,19,31,22
52,9,10,23,22,21,37
53,0,0,0,0,0,0
