week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,0,0,3,0,1
2,0,1,0,0,2,2
3,2,1,0,1,0,2
4,0,0,0,0,0,2
5,0,0,1,0,2,1
6,1,0,0,3,0,4
7,1,0,2,1,0,3
8,0,1,0,2,2,2
9,2,1,0,0,1,4
10,0,2,0,0,1,0
11,1,2,1,0,0,4
12,1,0,1,0,3,0
13,0,0,0,1,1,2
14,0,0,0,3,3,0
15,0,1,4,3,0,1
16,0,1,1,1,3,1
17,0,1,1,1,1,0
18,0,0,3,4,0,2
19,1,0,1,0,0,3
20,0,0,2,1,1,0
21,1,0,0,2,3,0
22,0,1,2,2,1,0
23,0,3,0,1,2,0
24,0,0,0,0,4,1
25,0,0,0,1,1,2
26,1,0,0,0,0,2
27,0,0,1,1,0,0
28,0,1,1,0,0,2
29,0,0,0,1,0,2
30,0,1,1,1,0,2
31,0,0,1,0,2,1
32,0,1,0,1,1,3
33,0,0,0,1,0,3
34,3,0,2,0,0,1
35,0,0,0,1,0,2
36,1,2,0,0,1,0
37,0,1,0,2,0,2
38,0,1,0,1,0,0
39,0,2,1,2,4,3
40,0,0,3,2,1,1
41,0,1,1,1,1,1
42,0,0,1,1,1,3
43,0,1,2,0,0,2
44,1,1,0,2,1,1
45,0,2,1,1,2,3
46,0,1,1,2,0,3
47,0,0,1,0,2,1
48,0,2,1,1,2,5
49,1,1,1,1,1,4
50,0,0,1,0,1,2
51,1,1,0,1,1,3
52,1,0,0,2,0,4
53,0,0,0,0,0,0
