week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,2,4,11,10,23
2,1,9,14,8,8,17
3,3,4,5,13,11,16
4,2,3,8,6,6,12
5,3,8,9,3,13,13
6,5,5,10,10,16,20
7,11,10,12,10,13,20
8,2,5,11,14,9,18
9,5,6,9,7,15,20
10,6,2,7,8,14,16
11,2,4,11,10,10,11
12,4,2,5,6,12,3
13,1,4,7,4,12,13
14,4,6,9,15,11,15
15,2,3,5,9,10,11
16,4,4,8,13,9,18
17,1,4,8,7,14,17
18,3,2,9,15,10,8
19,4,5,11,9,10,16
20,2,3,3,8,10,17
21,5,2,9,7,13,20
22,1,9,8,8,12,15
23,6,10,4,7,12,15
24,4,9,4,7,9,11
25,1,4,8,13,6,9
26,1,2,6,6,14,10
27,3,4,9,5,7,19
28,6,4,8,7,9,10
29,4,4,9,6,7,5
30,4,6,9,8,9,20
31,5,2,5,9,9,11
32,4,4,6,9,12,7
33,2,4,4,10,6,7
34,2,6,7,13,7,15
35,5,2,4,7,8,12
36,4,7,3,4,7,17
37,5,6,4,11,15,12
38,3,8,7,10,9,6
39,3,2,6,4,14,6
40,3,3,5,9,9,11
41,3,6,4,4,8,8
42,1,3,6,5,14,17
43,8,7,10,4,13,15
44,3,7,3,7,10,9
45,4,6,6,9,11,16
46,3,7,8,10,11,11
47,2,8,3,13,13,6
48,4,9,3,10,12,15
49,2,3,6,6,9,12
50,6,6,6,9,9,9
51,5,7,5,6,13,17
52,6,4,4,8,15,12
53,0,0,0,0,0,0
