week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,4,13,13,17,40
2,3,3,7,21,25,30
3,7,7,11,10,19,29
4,3,12,5,18,14,24
5,5,6,14,14,22,21
6,4,6,8,11,17,32
7,7,6,10,16,12,14
8,4,7,8,12,14,21
9,1,7,8,10,15,29
10,4,7,6,14,17,18
11,3,6,7,7,10,25
12,4,5,8,10,15,16
13,5,5,3,12,18,25
14,7,8,3,14,13,20
15,3,4,9,10,15,12
16,4,6,6,13,12,20
17,6,4,7,11,14,12
18,6,5,9,11,14,17
19,7,5,8,6,14,16
20,2,10,6,10,15,25
21,3,9,10,18,14,15
22,3,7,8,15,10,15
23,4,6,3,8,7,13
24,3,8,9,10,12,15
25,6,8,9,8,10,21
26,3,4,9,9,23,16
27,9,6,4,9,15,13
28,3,7,10,6,11,16
29,2,6,10,15,17,22
30,2,4,6,8,20,20
31,5,7,10,13,21,23
32,1,12,5,12,14,9
33,4,6,10,12,9,20
34,3,5,7,3,15,15
35,5,7,9,12,14,30
36,9,7,10,9,14,17
37,5,9,4,18,9,15
38,1,6,9,13,13,20
39,6,6,7,14,9,16
40,4,4,9,10,11,20
41,2,7,4,7,19,18
42,5,8,9,15,19,17
43,6,3,9,6,12,14
44,4,13,8,13,10,9
45,6,1,12,11,12,20
46,3,7,7,18,16,14
47,5,9,9,12,15,20
48,7,2,18,11,18,15
49,6,5,7,14,13,18
50,4,12,11,13,14,24
51,7,6,6,13,22,16
52,1,5,10,11,21,22
53,0,0,0,0,0,0
