week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,5,3,11,7,14,17
2,5,8,10,13,13,31
3,6,3,6,6,14,22
4,3,7,10,10,20,20
5,5,5,8,6,19,28
6,3,6,7,10,13,24
7,7,9,7,9,18,29
8,5,6,6,15,15,29
9,2,6,11,12,13,23
10,2,4,10,11,12,26
11,5,6,5,11,11,22
12,4,9,8,17,15,22
13,4,6,8,7,8,16
14,3,4,7,7,10,17
15,4,6,7,12,12,13
16,3,7,10,7,16,19
17,1,5,4,7,17,13
18,7,3,7,16,9,20
19,7,5,5,4,6,14
20,7,4,8,8,7,17
21,2,9,7,6,12,13
22,5,4,6,5,10,14
23,3,6,11,3,9,16
24,5,4,16,8,8,16
25,6,1,4,6,9,10
26,4,4,10,13,11,9
27,2,10,5,8,11,20
28,4,3,8,14,11,22
29,3,4,7,8,13,12
30,4,6,8,9,11,28
31,5,7,7,5,7,18
32,3,4,7,17,7,20
33,1,4,6,11,19,17
34,6,9,6,13,15,16
35,5,10,16,7,14,12
36,6,4,9,7,12,14
37,1,3,10,9,10,20
38,3,1,6,9,16,8
39,6,6,3,8,14,14
40,3,6,4,5,16,14
41,0,5,18,6,15,17
42,4,3,9,9,16,22
43,4,6,8,9,10,14
44,7,11,5,15,15,16
45,1,4,3,3,12,8
46,4,4,5,6,9,18
47,3,4,3,14,20,22
48,4,5,4,6,7,20
49,3,4,4,10,9,23
50,1,3,7,7,7,20
51,3,6,8,16,13,10
52,4,8,7,6,15,17
53,5,5,8,14,10,14
