week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,1,1,3,4,8
2,0,2,1,1,1,2
3,0,1,0,2,3,4
4,2,0,1,1,5,4
5,0,5,5,1,4,4
6,0,1,0,0,0,3
7,1,2,2,2,2,4
8,1,0,1,1,1,4
9,0,0,2,1,2,2
10,0,3,2,2,4,3
11,0,3,2,1,3,4
12,0,1,3,3,2,3
13,1,1,1,2,0,3
14,0,1,2,3,2,2
15,1,2,0,2,1,5
16,0,2,1,1,4,3
17,0,1,0,1,2,6
18,2,3,0,3,1,3
19,0,1,2,5,2,1
20,1,1,0,1,1,3
21,2,1,2,1,3,4
22,1,3,2,0,5,3
23,1,3,2,1,4,3
24,1,2,1,0,2,4
25,2,1,0,0,2,4
26,0,3,2,0,1,2
27,3,0,0,3,1,1
28,1,1,0,0,2,5
29,0,1,2,1,1,3
30,3,0,0,1,1,4
31,0,2,0,2,2,5
32,0,0,1,1,5,4
33,1,1,3,2,0,2
34,0,1,2,2,2,0
35,1,2,0,5,3,3
36,1,0,1,3,3,3
37,2,3,2,2,3,3
38,0,0,0,0,2,1
39,1,0,2,3,0,4
40,0,1,0,0,4,1
41,2,3,2,5,2,2
42,0,2,2,4,6,6
43,1,0,0,5,4,1
44,0,2,2,3,4,3
45,2,4,0,1,3,1
46,0,1,0,2,2,3
47,1,3,1,1,4,11
48,0,3,2,2,0,3
49,2,1,4,1,5,3
50,0,0,0,3,4,5
51,0,2,0,2,3,2
52,0,2,1,1,1,3
53,0,0,0,0,0,0
