week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,2,1,4,5,5
2,1,2,2,3,5,9
3,4,3,4,5,6,4
4,2,2,2,3,8,7
5,2,2,3,1,5,7
6,2,1,6,4,4,7
7,1,2,5,7,4,8
8,1,3,1,5,6,11
9,2,2,2,4,8,11
10,4,2,3,4,7,6
11,2,2,5,6,4,8
12,0,0,2,3,3,9
13,1,0,3,4,4,3
14,1,6,1,2,3,7
15,2,1,5,0,4,6
16,6,4,5,2,4,10
17,0,4,4,2,3,4
18,1,3,0,0,2,6
19,3,3,1,2,5,2
20,3,3,0,2,5,4
21,0,4,4,4,5,5
22,0,1,2,2,1,3
23,2,2,2,2,4,3
24,2,1,4,0,3,3
25,3,2,3,1,4,2
26,2,3,1,3,3,4
27,2,1,3,2,8,1
28,3,3,4,5,2,5
29,2,5,5,2,2,4
30,1,2,3,0,2,2
31,2,2,2,6,3,0
32,1,3,5,3,3,3
33,0,3,3,3,1,8
34,1,1,5,3,5,3
35,2,0,1,4,1,2
36,0,2,5,2,4,3
37,3,2,0,3,6,2
38,1,1,5,5,6,2
39,1,2,3,3,6,7
40,3,1,1,3,5,5
41,1,1,3,7,1,5
42,0,1,2,2,4,6
43,2,2,2,5,4,7
44,2,1,1,5,7,4
45,0,2,0,4,2,4
46,1,1,3,2,2,4
47,0,1,3,2,8,2
48,0,4,2,3,4,3
49,1,1,3,4,2,5
50,2,1,3,3,4,5
51,1,2,4,2,5,9
52,2,4,2,3,7,6
53,1,3,1,7,5,7
