week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,5,9,10,14,18
2,2,7,3,16,17,25
3,4,4,2,10,21,15
4,6,3,8,7,23,18
5,6,8,8,11,12,16
6,5,6,14,10,8,11
7,4,4,6,11,16,24
8,2,10,5,15,18,30
9,3,6,7,25,15,21
10,1,5,12,20,13,25
11,2,7,10,7,10,21
12,2,2,4,15,15,18
13,2,5,6,10,9,19
14,3,7,7,7,10,16
15,5,5,6,3,11,13
16,4,3,7,6,19,13
17,4,2,2,6,14,17
18,4,8,6,10,13,11
19,3,3,5,14,10,12
20,6,4,6,7,7,10
21,4,3,5,6,11,14
22,3,3,2,7,8,13
23,4,3,5,8,12,8
24,0,5,5,17,10,9
25,4,3,6,11,18,8
26,4,8,3,6,11,13
27,3,9,10,12,12,19
28,1,5,4,16,10,12
29,3,7,6,8,15,15
30,3,3,4,11,11,7
31,4,2,6,3,8,18
32,4,4,8,9,16,14
33,1,4,4,6,14,18
34,4,3,7,4,9,13
35,4,3,5,8,6,6
36,1,4,7,6,7,11
37,2,7,8,16,16,6
38,3,2,4,13,13,12
39,5,5,2,11,13,11
40,1,6,4,10,15,12
41,4,3,3,6,22,10
42,4,4,6,13,10,11
43,4,7,6,12,20,19
44,6,7,3,12,14,18
45,3,8,14,9,11,12
46,4,3,6,14,12,11
47,0,7,12,9,10,12
48,1,6,6,6,14,20
49,7,6,8,10,12,16
50,4,8,9,14,12,7
51,2,6,5,5,13,10
52,3,6,7,10,18,5
53,4,2,7,11,10,22
