week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,0,0,0,2,3,3
2,2,0,0,0,0,0,0,0,1,0,1,0,1
3,0,0,0,0,0,0,0,0,1,1,3,3,2
4,0,0,0,0,0,0,0,0,0,1,0,1,2
5,0,0,0,0,0,0,0,0,0,0,2,1,2
6,0,0,0,0,1,0,0,0,0,1,3,1,1
7,0,1,0,0,0,0,0,0,0,0,0,1,3
8,0,0,0,0,0,0,0,0,0,0,1,2,1
9,0,0,0,0,0,0,1,1,0,0,1,1,1
10,0,0,0,0,1,0,0,0,0,1,1,0,3
11,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,1,4
13,0,0,0,0,1,0,0,0,1,0,1,2,2
14,0,0,0,0,0,0,0,0,1,0,1,1,4
15,0,0,0,0,0,0,0,0,0,0,3,1,2
16,1,0,0,0,0,0,0,0,1,1,0,4,0
17,0,0,0,0,0,0,0,0,0,0,1,2,2
18,0,0,0,0,0,0,0,0,2,0,0,0,5
19,0,0,0,0,0,0,0,0,0,0,1,0,2
20,0,0,0,0,0,0,0,0,2,2,0,0,1
21,0,0,0,0,0,0,1,0,0,0,1,1,1
22,0,0,0,0,0,0,0,0,0,0,0,1,2
23,0,0,0,0,0,0,0,0,0,0,0,2,4
24,0,0,0,0,0,0,0,0,0,1,2,2,2
25,0,0,0,0,0,0,0,0,0,1,1,0,1
26,0,0,0,0,0,0,1,0,1,0,4,1,5
27,1,0,0,0,0,0,0,0,0,0,0,2,2
28,0,0,0,0,0,1,0,0,1,1,1,1,3
29,1,0,0,0,0,0,0,0,0,0,1,0,1
30,0,0,0,0,0,0,1,0,0,1,0,1,3
31,0,0,0,0,0,0,0,1,0,0,0,1,1
32,0,0,0,1,1,0,1,0,1,0,0,3,2
33,1,0,0,0,0,0,1,0,1,0,0,3,2
34,0,0,0,0,0,0,0,0,0,1,1,2,1
35,0,0,0,0,1,0,0,0,0,0,4,4,2
36,0,0,0,0,0,1,0,0,1,0,2,1,4
37,0,0,0,0,0,1,1,1,0,0,2,0,1
38,0,0,0,0,0,0,0,0,0,2,0,2,2
39,0,0,0,0,0,0,0,0,0,0,0,1,0
40,0,0,1,0,0,0,0,0,0,0,2,0,2
41,1,0,0,0,0,0,0,2,0,1,2,2,2
42,0,0,1,0,0,0,2,1,0,0,2,4,2
43,0,0,0,0,0,0,0,0,0,0,2,1,2
44,1,0,0,0,0,0,0,1,0,0,0,1,0
45,0,0,0,0,0,0,1,0,0,1,0,0,2
46,0,0,0,0,0,0,0,0,1,0,1,3,1
47,0,0,0,0,0,0,0,1,0,1,1,0,3
48,0,0,0,0,1,0,0,0,0,1,1,0,1
49,0,0,0,0,0,0,1,0,0,0,0,2,1
50,0,0,0,0,0,0,0,0,0,2,1,0,1
51,0,0,0,0,0,0,0,0,0,0,2,3,2
52,0,0,0,0,0,1,0,0,0,0,0,1,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0
