week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,1,5,5,14,13
2,0,6,5,15,14,13
3,5,4,4,11,15,13
4,1,4,4,9,9,18
5,2,6,8,9,11,26
6,4,6,7,12,11,16
7,4,6,4,11,17,12
8,2,4,9,8,12,10
9,2,2,7,9,16,23
10,3,2,10,7,9,19
11,3,3,3,7,12,11
12,3,5,4,10,10,12
13,2,2,8,5,12,11
14,4,1,6,8,11,20
15,3,1,5,15,6,20
16,3,2,0,8,12,15
17,1,4,4,7,9,18
18,3,3,2,6,13,14
19,3,6,4,11,10,18
20,4,6,4,7,11,15
21,6,3,5,16,13,20
22,4,3,6,9,11,9
23,5,3,5,7,8,14
24,1,5,10,9,13,8
25,4,8,7,10,10,14
26,4,6,4,11,10,13
27,3,4,4,6,9,12
28,3,7,2,6,15,16
29,7,4,11,13,13,11
30,2,8,3,9,13,10
31,4,5,5,6,7,12
32,3,5,7,6,16,9
33,3,4,6,10,9,17
34,2,5,3,5,14,10
35,1,1,5,7,10,8
36,1,3,5,5,10,11
37,2,1,5,6,15,11
38,3,7,9,10,13,15
39,3,5,6,5,10,19
40,2,2,6,10,16,12
41,3,4,5,11,9,16
42,5,4,8,5,10,17
43,3,6,7,12,8,12
44,4,3,7,12,13,17
45,5,3,8,8,7,10
46,0,6,6,18,11,13
47,5,1,5,9,15,9
48,4,6,11,10,14,13
49,3,4,7,8,5,8
50,2,8,4,11,12,9
51,4,5,9,11,13,15
52,3,2,6,11,12,20
53,0,0,0,0,0,0
