week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,3,5,3,11,17
2,3,5,5,5,5,19
3,4,1,4,4,4,19
4,4,1,3,5,9,16
5,1,4,6,3,9,20
6,1,2,6,1,9,11
7,0,5,3,7,6,10
8,3,5,3,2,6,14
9,2,2,4,7,4,15
10,2,4,8,4,4,15
11,1,4,5,4,11,20
12,1,6,7,12,8,18
13,5,9,5,10,16,20
14,3,5,9,9,16,22
15,2,4,5,4,7,12
16,0,3,4,6,17,16
17,2,3,3,6,8,7
18,2,2,1,7,4,11
19,2,1,1,4,10,10
20,2,2,0,1,4,11
21,3,1,3,7,4,8
22,0,0,2,6,10,12
23,3,2,2,2,9,11
24,8,2,3,2,4,7
25,1,0,0,3,6,13
26,3,4,2,6,9,7
27,1,6,6,3,6,15
28,3,4,1,6,10,17
29,1,2,3,9,8,11
30,2,0,5,1,6,20
31,2,3,3,3,10,11
32,0,2,5,6,6,18
33,0,3,6,7,8,9
34,0,3,3,5,7,11
35,1,5,2,5,9,11
36,2,0,1,6,2,10
37,3,1,6,6,3,10
38,3,3,5,5,5,12
39,2,2,2,2,8,11
40,0,3,4,5,7,6
41,1,1,0,2,13,14
42,1,2,6,4,11,12
43,4,3,3,6,9,12
44,6,4,0,5,4,11
45,3,2,6,8,7,11
46,1,1,4,6,7,10
47,2,7,4,7,12,14
48,3,8,2,3,8,17
49,3,6,4,9,16,21
50,1,2,5,9,12,17
51,2,5,8,10,15,24
52,1,4,7,8,10,29
53,4,2,8,4,11,17
