week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,6,2,7,10,16
2,1,8,2,12,11,17
3,1,3,3,5,11,19
4,2,10,7,5,8,22
5,7,5,4,4,11,18
6,5,5,1,13,9,16
7,3,5,4,7,9,16
8,3,1,5,9,9,19
9,4,3,3,3,7,7
10,1,2,1,4,8,16
11,3,3,2,5,6,11
12,0,5,2,4,1,8
13,3,0,4,9,4,6
14,3,2,3,5,6,6
15,2,1,3,5,7,11
16,1,3,6,3,12,16
17,4,8,1,6,4,8
18,2,6,4,6,4,6
19,1,1,9,7,11,11
20,1,6,3,5,7,7
21,2,3,1,5,6,9
22,4,4,5,5,7,9
23,2,2,2,4,6,9
24,2,4,1,4,11,12
25,4,4,3,6,12,14
26,1,2,1,4,5,7
27,3,2,2,6,12,8
28,3,2,5,4,4,8
29,1,2,4,6,9,10
30,1,1,4,3,9,2
31,0,4,5,1,7,7
32,1,5,4,6,6,13
33,0,3,7,6,7,8
34,1,1,2,7,7,8
35,1,3,8,5,9,4
36,3,6,5,2,10,10
37,2,2,4,4,5,10
38,2,2,4,6,4,6
39,4,4,4,3,2,6
40,0,1,6,5,7,9
41,1,6,4,3,7,9
42,0,0,6,6,7,11
43,0,6,0,5,11,4
44,0,4,3,3,4,9
45,1,3,2,5,14,4
46,7,3,4,7,9,15
47,2,2,8,10,8,5
48,2,3,4,8,9,9
49,3,5,5,4,8,7
50,1,2,4,6,7,4
51,3,2,5,3,11,18
52,0,3,4,6,6,7
53,0,0,0,0,0,0
