week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,1,1,1,5
2,1,1,0,2,2,2
3,0,1,0,1,0,5
4,0,2,1,2,2,5
5,0,0,0,0,0,3
6,1,4,3,0,3,3
7,2,0,1,1,2,3
8,0,1,1,2,3,1
9,1,1,2,1,1,3
10,3,1,1,1,3,4
11,1,1,3,2,0,6
12,0,0,0,1,3,4
13,2,0,0,1,1,3
14,1,1,0,0,4,3
15,0,0,1,2,3,4
16,2,1,1,0,0,1
17,0,2,1,1,1,3
18,1,1,1,2,3,3
19,0,0,1,0,3,1
20,0,3,0,1,0,4
21,0,2,1,0,2,2
22,0,2,1,2,2,1
23,0,0,1,0,2,3
24,0,0,2,0,4,1
25,0,1,1,2,1,1
26,0,0,1,2,3,0
27,0,0,1,1,2,1
28,0,0,0,3,1,1
29,0,1,0,2,2,1
30,0,1,0,1,3,1
31,0,1,0,1,0,1
32,0,0,0,1,2,1
33,0,1,0,1,1,3
34,0,1,0,2,2,3
35,1,0,0,1,4,2
36,0,1,1,3,4,5
37,1,1,0,3,2,4
38,2,0,1,1,2,3
39,1,1,2,1,1,3
40,0,1,0,2,1,4
41,0,0,0,2,0,2
42,1,1,0,1,1,3
43,0,0,1,0,1,3
44,1,1,3,0,3,2
45,1,0,0,2,2,3
46,0,0,0,2,1,4
47,1,0,2,0,0,6
48,1,3,1,0,1,4
49,2,0,1,5,3,6
50,1,3,1,2,2,6
51,0,3,0,1,1,2
52,1,1,1,2,2,3
53,0,0,0,0,0,0
