week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,5,3,3,12
2,1,4,5,7,7,17
3,3,4,5,4,9,11
4,3,2,7,12,5,12
5,1,1,3,3,6,14
6,4,3,1,3,5,7
7,2,2,2,5,4,9
8,1,6,4,7,6,9
9,1,3,3,1,4,9
10,0,1,4,1,5,8
11,1,2,5,6,6,6
12,0,2,4,7,5,7
13,4,1,3,2,8,4
14,1,3,4,6,5,10
15,3,0,1,7,6,12
16,1,0,1,5,4,13
17,3,1,5,2,12,9
18,1,0,4,2,9,8
19,1,2,6,1,8,8
20,1,1,8,3,5,6
21,1,2,0,6,2,17
22,0,6,1,4,4,7
23,2,5,2,4,1,7
24,0,4,6,5,7,12
25,0,1,2,2,2,9
26,2,1,1,1,8,6
27,1,2,2,9,6,11
28,0,2,2,1,5,10
29,3,3,1,4,6,8
30,0,6,0,6,4,13
31,1,3,6,3,4,12
32,1,1,7,8,2,8
33,3,2,3,4,4,8
34,3,4,4,3,4,9
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
