week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,1,0,2,1,2
2,0,0,4,1,1,2
3,2,0,1,1,2,3
4,1,1,0,1,5,4
5,1,2,1,2,3,1
6,1,1,1,2,1,1
7,0,0,0,2,1,0
8,0,3,0,0,1,2
9,1,1,0,0,2,1
10,2,0,3,0,3,1
11,0,0,1,3,0,2
12,1,0,0,1,0,2
13,1,1,2,2,1,2
14,0,0,0,0,1,2
15,1,0,1,1,3,3
16,0,1,0,0,4,1
17,0,0,0,1,2,4
18,1,0,1,2,2,0
19,1,0,0,0,1,1
20,1,0,1,3,2,1
21,0,1,0,1,3,1
22,1,2,1,2,1,0
23,0,1,0,0,2,1
24,2,1,0,2,0,0
25,0,1,1,1,3,4
26,1,0,0,1,1,1
27,1,0,1,1,0,0
28,0,1,0,0,1,2
29,1,0,2,3,1,1
30,1,2,0,2,2,3
31,1,0,1,0,2,1
32,0,1,0,1,0,2
33,1,0,1,0,1,4
34,0,1,0,2,1,0
35,0,0,0,3,1,3
36,0,1,0,0,1,1
37,2,0,2,0,2,1
38,2,0,1,3,1,2
39,0,0,1,0,0,1
40,0,1,0,0,3,1
41,0,1,0,0,2,3
42,0,1,3,0,1,0
43,0,0,2,2,0,5
44,0,0,3,0,2,0
45,0,0,0,2,5,6
46,0,1,1,0,1,0
47,1,0,2,0,3,2
48,1,0,0,0,1,1
49,0,1,1,2,1,1
50,0,1,0,1,1,1
51,0,0,2,5,1,3
52,0,1,0,2,3,1
53,0,0,0,0,0,0
