week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,1,0,0,1,0,2,0,2,2
2,0,0,0,0,0,0,0,1,0,0,3,1,2
3,0,0,0,0,0,0,0,0,1,1,4,0,2
4,0,0,0,0,0,0,0,0,0,0,0,3,3
5,0,0,0,0,0,0,0,0,0,0,3,1,0
6,0,0,0,0,0,0,0,1,0,0,4,2,0
7,1,0,0,0,0,0,0,2,0,1,1,1,1
8,1,0,0,0,0,0,0,1,0,1,1,0,3
9,0,0,0,0,0,0,0,0,0,0,1,0,0
10,1,0,0,0,0,0,0,0,1,1,3,1,3
11,0,0,0,0,0,0,1,0,1,0,3,3,1
12,0,0,0,0,0,0,0,0,0,1,3,1,5
13,0,0,0,0,0,0,0,0,0,0,2,3,3
14,0,0,0,0,1,0,0,1,0,1,0,2,1
15,0,0,0,0,0,0,0,0,0,1,1,2,1
16,0,0,0,0,0,0,0,0,1,0,3,1,1
17,0,0,0,0,0,0,0,1,0,0,1,1,3
18,2,0,0,0,0,0,0,0,0,1,1,1,3
19,0,0,0,0,0,0,0,0,1,0,2,3,0
20,0,0,0,0,0,0,0,0,0,1,2,2,5
21,1,0,0,0,0,0,0,0,1,0,2,3,3
22,0,0,0,0,0,0,0,0,0,1,1,0,3
23,0,0,0,0,0,0,0,1,0,0,0,0,6
24,0,0,0,0,0,1,0,0,1,1,2,1,1
25,0,0,0,0,0,0,1,1,0,2,0,0,3
26,0,0,0,0,0,0,0,0,0,1,2,1,1
27,0,0,0,0,0,0,0,0,0,0,0,2,3
28,0,0,0,0,0,0,0,0,1,2,1,3,1
29,0,0,0,0,0,0,1,0,1,0,2,2,6
30,0,0,0,0,0,0,0,0,1,0,1,1,3
31,0,0,0,0,0,0,0,0,0,1,1,1,4
32,0,0,0,0,0,0,0,0,0,0,1,0,2
33,0,0,0,0,0,0,0,0,0,1,1,0,1
34,0,0,0,0,0,0,1,1,3,1,0,2,2
35,0,0,0,0,0,0,0,0,0,2,1,1,1
36,0,0,0,0,0,0,1,0,0,0,0,2,2
37,1,0,0,0,0,0,0,0,1,2,2,0,3
38,1,0,0,1,0,0,0,0,0,0,0,2,4
39,0,0,0,0,0,1,0,0,0,2,0,2,2
40,0,0,0,0,0,0,0,2,1,1,1,1,4
41,0,0,0,0,0,0,0,0,0,0,2,4,1
42,0,0,0,0,0,0,0,0,0,3,2,2,2
43,0,0,0,0,0,0,0,0,2,1,3,1,1
44,0,0,0,0,0,0,0,0,0,0,0,1,3
45,0,0,0,0,0,0,0,1,0,0,1,2,4
46,1,0,0,0,0,1,0,0,0,0,3,3,4
47,0,0,0,0,0,0,0,1,0,0,0,1,1
48,0,0,0,0,0,0,0,0,1,1,2,1,2
49,0,0,0,0,0,0,0,0,0,1,1,3,2
50,0,0,0,0,0,0,0,0,0,1,0,0,1
51,0,0,0,0,0,0,0,0,0,2,0,1,3
52,0,0,0,0,1,0,0,0,1,0,1,1,3
53,0,0,0,0,0,0,0,0,0,0,0,0,0
