week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,5,15,17,33,39,66
2,7,11,20,31,50,74
3,13,17,25,22,31,63
4,8,20,21,23,23,67
5,10,15,14,21,37,75
6,13,17,25,28,54,63
7,16,15,22,30,43,49
8,8,16,18,35,34,68
9,15,20,21,21,48,79
10,11,13,18,25,44,70
11,10,14,19,33,45,58
12,10,14,18,32,35,58
13,8,10,20,22,43,53
14,11,6,17,19,43,47
15,10,12,14,20,39,66
16,9,11,9,28,34,38
17,10,14,18,20,29,44
18,15,11,24,22,27,51
19,15,17,11,22,33,46
20,7,10,10,19,33,46
21,9,14,28,36,40,48
22,10,27,16,27,37,50
23,11,11,19,29,40,37
24,10,9,19,23,39,37
25,6,13,25,29,29,41
26,4,20,17,31,36,49
27,9,14,15,20,43,38
28,14,12,16,18,31,46
29,14,12,22,25,36,46
30,11,11,19,33,37,53
31,9,18,21,25,35,40
32,15,15,23,17,43,48
33,6,14,20,31,32,47
34,10,11,15,19,26,47
35,11,21,32,25,45,35
36,9,17,13,24,38,41
37,6,15,16,25,35,38
38,6,15,13,30,28,52
39,8,14,21,31,29,52
40,11,10,16,25,32,48
41,8,10,32,31,30,53
42,10,14,12,37,42,56
43,11,13,28,24,40,55
44,12,15,27,23,37,57
45,14,10,22,29,41,40
46,7,15,19,18,40,49
47,12,20,23,33,45,44
48,10,19,23,26,36,50
49,15,14,22,23,42,55
50,15,20,17,27,28,55
51,14,12,17,29,54,57
52,11,18,20,41,37,55
53,0,0,0,0,0,0
