week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,1,6,1,1,8
2,0,1,4,5,1,8
3,0,2,1,8,2,4
4,0,6,0,4,3,5
5,1,1,2,4,4,5
6,0,0,0,1,3,3
7,1,1,1,2,3,4
8,0,1,4,2,2,7
9,3,0,1,0,3,5
10,0,2,2,3,3,4
11,2,2,1,1,6,5
12,1,3,0,1,4,3
13,0,2,0,1,4,5
14,1,1,2,3,3,5
15,3,0,3,3,5,2
16,0,1,2,3,0,2
17,1,0,1,0,4,1
18,0,1,1,4,4,6
19,0,1,0,3,1,5
20,0,2,1,0,4,3
21,2,1,4,2,9,4
22,0,1,2,1,3,2
23,0,2,1,2,3,2
24,0,2,0,3,0,5
25,1,2,1,1,8,4
26,3,1,2,0,0,7
27,2,0,3,2,5,7
28,0,0,0,1,3,3
29,1,1,1,3,3,3
30,2,2,1,1,3,6
31,0,1,0,1,5,3
32,0,0,1,2,1,1
33,0,2,1,3,0,5
34,0,1,1,2,3,5
35,1,3,3,2,4,1
36,1,2,2,4,1,3
37,0,1,1,2,1,5
38,1,3,1,4,2,8
39,1,1,2,4,2,1
40,2,1,0,3,4,8
41,0,3,0,0,2,6
42,1,1,3,2,4,2
43,1,1,0,4,3,5
44,0,2,0,2,3,8
45,3,2,1,2,5,9
46,0,1,1,3,3,6
47,0,1,2,3,4,7
48,0,2,2,0,3,5
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
