week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,3,7,2,14,13
2,2,7,8,8,14,22
3,2,6,6,7,12,13
4,4,2,9,9,9,14
5,3,2,10,12,10,13
6,1,5,9,7,10,17
7,3,2,7,11,10,13
8,3,5,2,10,12,15
9,3,2,6,12,12,12
10,3,1,6,11,10,14
11,2,2,6,15,10,19
12,1,3,9,6,14,21
13,0,5,6,7,11,21
14,4,5,7,14,14,25
15,1,7,5,10,6,20
16,2,6,12,7,8,15
17,6,4,2,9,9,16
18,3,2,7,4,9,14
19,4,2,3,1,11,17
20,0,5,6,7,10,9
21,1,3,3,9,14,15
22,0,0,5,7,10,10
23,2,0,5,3,10,6
24,5,4,2,9,8,13
25,2,4,4,9,13,12
26,0,7,6,7,10,8
27,1,1,6,10,12,13
28,2,7,6,7,8,10
29,0,3,3,6,11,14
30,1,5,2,10,5,10
31,1,5,4,9,8,9
32,2,8,4,4,8,19
33,1,4,6,11,12,10
34,3,3,7,8,7,13
35,2,4,8,7,13,11
36,3,7,8,4,11,7
37,1,3,7,9,9,17
38,4,4,6,8,14,11
39,1,2,7,4,12,13
40,3,5,3,10,8,16
41,3,4,11,9,10,17
42,1,3,11,6,14,14
43,1,4,4,5,11,19
44,3,6,9,3,12,19
45,1,0,11,3,11,15
46,3,5,6,13,18,16
47,3,6,7,8,11,21
48,5,4,5,8,15,12
49,4,3,8,11,22,24
50,2,3,7,11,16,23
51,3,10,10,12,28,24
52,2,3,6,19,15,15
53,8,3,8,15,19,25
