week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,10,4,8,12,16
2,1,4,4,9,8,27
3,1,3,2,5,7,8
4,5,3,5,4,6,10
5,2,2,6,7,4,16
6,2,3,9,5,5,16
7,4,2,1,5,10,13
8,5,8,9,7,8,6
9,0,6,6,6,7,10
10,2,2,3,7,7,10
11,3,3,4,4,8,5
12,1,7,5,9,2,8
13,2,3,10,6,10,11
14,4,4,4,6,10,8
15,1,5,3,4,10,9
16,1,3,6,3,4,8
17,1,1,6,5,7,10
18,3,5,6,7,6,5
19,3,2,3,7,4,14
20,2,1,1,7,4,5
21,1,5,2,5,6,12
22,2,2,4,5,5,10
23,1,3,3,2,7,7
24,3,5,6,9,5,4
25,3,2,3,3,4,6
26,2,3,6,5,7,5
27,2,6,3,10,7,12
28,4,2,10,3,3,5
29,4,1,5,0,10,5
30,2,2,2,1,5,12
31,4,5,7,4,10,7
32,7,5,5,5,4,8
33,2,3,7,2,6,6
34,6,6,6,6,7,9
35,1,5,5,6,7,9
36,2,1,3,4,5,16
37,4,2,4,4,6,10
38,3,4,3,3,6,9
39,4,1,3,8,10,4
40,3,4,4,3,2,8
41,5,2,3,3,10,10
42,4,5,5,5,6,9
43,2,2,4,7,8,11
44,3,2,2,6,6,13
45,3,8,6,4,2,10
46,2,6,5,6,12,11
47,2,2,2,10,7,9
48,3,4,6,11,9,8
49,6,3,10,5,6,8
50,6,2,4,3,16,10
51,3,5,5,4,9,10
52,1,10,8,8,6,14
53,0,0,0,0,0,0
