week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,1,0,1,2
2,0,0,2,0,0,3
3,1,1,1,0,0,1
4,0,0,0,0,3,2
5,0,1,1,1,5,2
6,1,0,0,2,2,6
7,0,0,0,1,0,3
8,1,0,1,0,0,3
9,0,0,0,0,1,4
10,2,0,0,0,2,2
11,1,0,1,0,0,1
12,0,0,1,1,2,4
13,0,0,1,3,1,2
14,0,0,0,2,1,2
15,0,1,1,1,3,4
16,2,0,2,1,2,2
17,0,1,0,2,1,1
18,0,2,0,1,0,0
19,1,0,1,1,4,2
20,1,0,0,0,2,4
21,0,0,0,1,0,1
22,0,1,1,1,2,3
23,1,0,1,2,1,1
24,0,1,1,0,0,4
25,0,0,0,0,2,3
26,1,0,1,2,4,1
27,0,2,0,0,1,1
28,0,0,0,0,4,2
29,0,0,1,0,2,1
30,0,1,1,1,0,0
31,0,1,1,5,0,1
32,0,0,0,2,0,1
33,0,0,1,0,0,2
34,0,2,0,4,0,0
35,0,0,0,0,0,2
36,0,1,1,3,0,1
37,1,0,2,1,0,2
38,1,0,0,3,1,0
39,0,0,0,1,0,0
40,0,0,1,3,1,1
41,0,0,0,0,2,1
42,1,0,1,0,0,3
43,0,0,0,0,0,0
44,0,0,0,0,0,2
45,1,1,0,0,2,3
46,1,0,0,0,1,0
47,0,0,0,0,3,1
48,1,0,0,0,3,0
49,0,0,2,2,0,3
50,1,0,0,0,1,0
51,0,0,1,1,0,0
52,0,1,1,0,0,4
53,0,0,0,3,0,4
