week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,0,0,0,1,1,0
2,1,0,0,0,1,0,0,0,1,1,0,2,3
3,0,0,0,0,0,1,0,1,1,1,2,1,8
4,1,0,0,0,0,0,0,0,0,1,3,1,4
5,0,0,0,0,0,0,1,3,0,1,1,0,2
6,0,0,0,0,0,0,0,1,0,0,1,2,1
7,0,0,0,0,0,0,0,0,0,0,1,5,5
8,0,0,0,1,0,0,0,0,0,0,1,2,3
9,2,0,0,0,0,0,1,0,0,2,2,2,3
10,0,0,0,0,0,0,0,0,0,0,0,1,2
11,0,0,0,0,0,0,0,0,0,0,0,1,3
12,1,0,0,0,0,0,2,1,0,0,0,1,4
13,0,0,0,0,0,0,0,0,0,1,1,0,0
14,0,0,0,0,0,0,0,1,0,1,1,0,2
15,0,0,0,0,0,0,0,0,0,0,1,2,2
16,0,0,0,0,0,0,2,0,0,2,0,1,3
17,0,1,0,0,0,0,1,0,0,2,0,3,1
18,0,0,0,0,0,0,0,0,0,0,1,3,2
19,0,0,0,0,0,0,0,0,0,0,0,0,6
20,1,0,0,0,0,0,0,0,1,0,0,2,2
21,0,0,0,0,0,0,0,1,1,0,1,2,3
22,0,0,0,0,0,0,0,0,0,1,0,1,2
23,0,0,0,0,0,0,0,2,0,0,0,1,2
24,1,0,0,0,0,2,0,0,0,0,0,2,3
25,0,0,0,0,0,0,0,1,1,1,1,5,5
26,3,0,0,0,0,0,0,1,0,0,1,3,2
27,0,0,0,0,0,0,1,0,0,0,0,1,1
28,0,0,0,0,1,0,2,0,1,2,0,2,2
29,0,0,0,0,0,0,0,0,0,0,3,3,3
30,0,0,0,0,0,0,0,1,1,1,0,1,6
31,0,0,0,0,0,0,0,0,0,0,2,0,1
32,0,0,0,0,0,2,0,1,0,1,1,2,4
33,0,0,0,0,0,0,0,0,0,0,1,0,2
34,0,0,0,0,0,0,0,1,0,2,0,3,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0
