week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,3,2,4,5,6
2,3,4,6,2,11,12
3,2,3,4,5,6,12
4,3,6,4,5,4,16
5,4,2,4,5,8,13
6,2,7,4,3,15,13
7,3,4,7,2,9,12
8,4,1,2,4,10,6
9,0,4,4,2,7,16
10,2,3,1,5,6,8
11,1,3,3,13,9,9
12,0,3,6,10,8,8
13,3,7,6,3,7,13
14,1,4,6,5,9,10
15,4,4,7,6,9,10
16,3,2,3,10,8,9
17,2,3,5,8,9,8
18,3,5,4,4,8,12
19,2,5,1,5,7,6
20,0,2,5,4,5,11
21,1,4,3,0,6,8
22,1,0,4,10,3,8
23,2,2,6,5,8,6
24,5,1,2,6,1,6
25,2,2,2,3,4,10
26,3,2,5,8,3,12
27,4,3,2,8,10,3
28,1,4,4,8,8,12
29,5,3,5,5,6,6
30,1,6,5,5,5,10
31,2,0,11,9,6,6
32,3,1,5,7,10,10
33,2,2,4,10,7,8
34,2,1,7,2,8,5
35,4,1,7,9,7,2
36,0,5,6,5,3,14
37,4,2,10,11,4,10
38,1,3,7,1,5,8
39,2,1,4,5,12,6
40,4,8,4,8,3,6
41,3,2,6,10,6,2
42,0,4,1,8,2,14
43,2,3,9,10,14,12
44,1,2,7,7,10,22
45,4,6,11,7,15,17
46,2,3,5,10,9,15
47,1,4,12,8,11,14
48,4,9,5,10,15,15
49,4,4,5,11,10,18
50,5,6,6,14,9,15
51,10,5,14,14,16,18
52,6,4,14,15,17,25
53,1,5,13,9,20,29
