week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,6,7,3,12,17
2,5,4,4,5,8,13
3,4,5,5,10,13,15
4,1,5,3,5,14,7
5,2,1,5,4,9,16
6,0,6,7,13,7,19
7,3,7,6,9,9,12
8,3,6,7,14,10,12
9,4,5,6,5,12,16
10,6,8,5,9,5,11
11,7,4,4,10,9,8
12,3,6,7,8,9,8
13,2,1,13,8,8,13
14,1,9,5,7,11,11
15,1,4,5,6,7,11
16,2,2,3,7,10,10
17,2,7,3,5,5,5
18,2,5,3,7,11,8
19,1,7,3,6,8,5
20,2,2,7,7,8,5
21,4,4,5,4,5,8
22,6,1,7,6,8,7
23,3,4,3,8,6,9
24,3,3,2,5,8,6
25,3,4,3,10,8,11
26,2,6,4,12,10,7
27,5,8,4,7,7,5
28,5,6,6,6,12,14
29,5,4,6,7,9,15
30,8,13,4,8,10,10
31,6,2,6,6,13,9
32,5,7,7,9,11,11
33,4,4,3,8,10,12
34,0,6,8,17,14,15
35,1,6,6,9,9,12
36,1,9,7,13,6,12
37,3,4,8,9,9,10
38,3,5,4,6,7,12
39,2,3,4,12,12,7
40,3,3,3,8,16,15
41,4,9,4,7,10,12
42,4,6,8,7,10,15
43,2,4,1,8,9,16
44,3,4,5,4,13,13
45,2,3,9,6,8,17
46,0,6,4,11,6,13
47,5,8,2,6,13,12
48,2,1,6,8,11,17
49,8,7,5,6,10,13
50,7,6,5,7,12,10
51,2,4,9,7,6,22
52,6,5,9,8,14,13
53,0,0,0,0,0,0
