week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,6,6,6,5,17,19
2,1,6,8,15,12,19
3,4,3,6,3,13,18
4,5,8,9,18,7,17
5,6,4,3,12,11,21
6,5,4,1,6,14,22
7,3,6,3,7,12,18
8,2,6,3,10,6,17
9,1,1,3,6,11,18
10,3,4,8,10,12,17
11,6,3,6,3,6,6
12,5,4,3,8,14,12
13,3,5,7,5,13,6
14,3,5,5,12,5,17
15,4,3,2,9,10,9
16,3,9,4,9,4,7
17,2,6,5,7,8,12
18,4,3,4,7,6,13
19,2,1,7,5,8,10
20,2,1,3,3,13,7
21,3,1,8,9,9,13
22,4,3,4,6,6,13
23,4,4,8,8,9,7
24,3,2,10,6,10,7
25,2,3,4,5,6,6
26,2,3,7,8,8,10
27,2,4,8,5,9,16
28,2,2,9,4,10,8
29,2,4,1,2,6,12
30,4,4,2,8,9,9
31,3,3,4,4,9,10
32,3,5,7,2,11,5
33,5,5,4,8,7,9
34,3,2,5,6,9,8
35,4,3,3,8,8,13
36,1,3,6,8,7,11
37,3,4,5,4,6,14
38,3,4,9,7,6,11
39,2,10,4,7,10,13
40,1,7,5,11,7,8
41,3,4,4,7,15,10
42,3,3,6,9,11,13
43,1,7,7,8,7,13
44,3,0,3,2,8,9
45,2,1,8,7,11,12
46,1,6,5,4,6,6
47,4,1,8,8,11,12
48,9,0,2,10,10,15
49,3,6,10,12,10,10
50,3,3,8,5,7,9
51,0,6,5,6,13,13
52,2,3,3,7,14,12
53,0,0,0,0,0,0
