week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,1,0,1,2,1,2
2,0,0,0,0,0,0,1,0,0,2,2,1,1
3,0,1,0,0,0,0,0,0,0,0,1,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,3,2
6,1,0,0,0,0,0,1,0,0,1,0,2,1
7,1,0,0,0,0,0,0,1,1,1,0,0,2
8,0,0,0,0,0,0,0,0,0,1,1,4,1
9,0,0,0,0,0,1,1,0,0,1,1,2,1
10,0,0,0,1,0,0,0,0,0,1,0,1,5
11,1,0,0,0,0,0,0,0,1,2,0,1,2
12,0,0,1,0,0,0,0,0,1,0,0,1,3
13,0,0,0,0,0,0,1,0,0,1,2,1,2
14,0,0,0,0,0,0,1,0,0,1,1,1,6
15,0,0,1,0,0,0,0,1,0,0,0,1,0
16,0,0,0,1,1,0,0,1,1,1,1,3,3
17,0,0,0,0,0,1,0,0,1,0,0,2,1
18,1,0,0,0,0,0,0,1,0,0,0,1,1
19,0,0,0,0,0,0,0,0,0,3,0,2,1
20,1,0,0,0,0,0,0,0,0,0,1,0,2
21,1,0,0,0,0,0,0,0,0,0,0,2,3
22,0,0,1,0,0,0,0,1,0,0,0,1,1
23,0,0,0,0,0,0,0,0,1,0,0,2,1
24,1,0,0,0,0,0,1,0,0,0,1,0,0
25,0,0,0,0,2,0,0,0,0,0,0,1,3
26,0,0,0,0,0,0,0,1,0,0,0,2,3
27,0,0,0,0,0,0,0,0,0,0,0,1,2
28,1,0,0,1,0,0,0,0,0,0,2,0,1
29,0,0,0,0,0,0,0,0,1,1,1,0,1
30,0,0,0,0,0,0,0,0,0,0,1,1,1
31,0,0,0,0,0,1,0,0,0,0,3,0,4
32,1,0,0,0,0,0,0,0,0,0,1,1,0
33,0,0,0,0,0,0,0,0,0,0,0,0,3
34,0,0,0,0,0,0,0,0,0,0,0,0,4
35,0,0,0,0,0,0,0,0,0,0,0,2,2
36,0,0,1,1,0,0,0,0,0,0,1,3,2
37,0,0,0,0,1,0,0,1,0,0,1,1,0
38,0,0,0,0,0,0,0,0,0,0,1,1,1
39,0,0,0,0,0,0,0,0,0,1,0,1,0
40,0,0,0,0,0,0,0,1,1,1,0,2,3
41,0,0,0,0,0,0,1,0,0,0,0,3,4
42,0,0,0,1,0,1,0,0,0,1,1,0,1
43,0,0,0,0,0,0,1,0,0,1,2,3,3
44,0,0,1,0,0,0,0,0,1,3,2,1,2
45,0,0,0,0,0,0,0,0,0,2,1,2,2
46,1,0,0,0,0,0,0,0,0,0,1,1,4
47,0,0,0,0,0,0,0,0,0,0,2,1,3
48,0,0,0,0,0,0,0,2,0,1,1,1,0
49,0,0,0,0,0,0,0,0,0,0,1,3,8
50,2,0,0,0,0,0,1,0,0,0,4,3,3
51,0,0,0,0,0,0,0,0,0,1,0,2,2
52,0,0,0,0,0,0,0,0,0,1,3,2,1
53,0,0,0,0,0,0,0,1,0,0,0,0,0
