week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,17,14,27,40,51,62
2,13,16,23,28,38,74
3,15,13,28,46,57,68
4,7,15,21,42,46,81
5,15,26,28,38,58,75
6,12,26,15,42,48,91
7,9,24,24,43,54,89
8,11,24,25,37,61,90
9,19,16,26,56,65,87
10,8,15,23,45,53,65
11,14,24,31,47,65,79
12,9,19,23,38,43,71
13,14,23,21,30,44,63
14,16,22,27,40,48,63
15,13,21,22,39,42,46
16,11,22,16,30,32,59
17,9,22,25,33,32,57
18,14,19,24,30,39,41
19,14,18,18,28,40,52
20,12,8,13,31,38,48
21,6,10,20,22,50,50
22,12,14,19,27,33,59
23,15,18,28,35,32,50
24,15,23,24,21,35,42
25,13,9,26,29,28,48
26,18,17,17,23,43,54
27,14,21,19,26,48,44
28,9,12,30,41,31,64
29,17,16,16,31,46,61
30,11,24,19,27,42,56
31,11,14,17,29,40,49
32,6,14,18,33,32,36
33,8,17,16,37,33,43
34,14,21,24,30,30,37
35,20,19,31,35,39,52
36,8,19,23,30,50,56
37,11,18,27,25,37,49
38,13,20,21,33,38,41
39,11,16,26,38,33,64
40,4,17,25,28,25,50
41,11,16,23,42,42,40
42,12,22,25,32,36,49
43,13,16,23,27,40,49
44,15,21,22,43,45,59
45,12,22,24,27,40,51
46,20,16,19,34,34,46
47,12,22,18,35,49,51
48,11,20,21,24,36,51
49,12,18,27,31,44,42
50,10,15,19,33,40,46
51,14,16,15,32,30,34
52,14,19,18,31,51,46
53,6,24,20,32,46,58
