week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,0,0,1,0,2,2
2,0,0,0,0,1,0,0,0,1,1,2,0,3
3,0,0,0,0,0,1,0,0,0,0,2,2,1
4,0,0,1,0,0,0,1,0,0,0,2,1,0
5,0,0,0,0,0,0,1,1,1,2,0,2,1
6,0,0,0,0,0,1,0,0,0,0,2,3,2
7,1,0,0,0,0,0,1,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,2,0,1
9,0,0,0,0,0,0,0,1,1,0,0,0,2
10,0,0,0,0,0,0,0,0,0,1,2,1,1
11,0,0,0,0,0,0,0,1,1,0,3,3,2
12,1,0,0,0,0,0,0,0,0,0,1,0,2
13,0,0,0,0,0,0,0,0,1,0,2,0,0
14,1,0,0,0,0,0,0,1,0,1,0,1,3
15,0,0,0,0,0,0,0,0,0,0,0,1,1
16,0,0,0,0,0,1,0,0,1,4,1,0,3
17,0,0,0,0,0,0,0,0,0,0,1,3,6
18,0,0,0,0,0,1,0,0,0,0,0,2,1
19,1,0,0,0,0,0,0,0,0,0,0,0,2
20,0,0,0,0,0,0,0,1,0,0,1,0,4
21,0,0,0,0,0,0,0,0,0,2,1,0,0
22,0,0,0,0,0,0,0,0,0,0,0,1,3
23,0,0,0,0,0,0,0,0,3,0,1,1,1
24,0,0,0,0,0,0,0,0,0,0,1,3,1
25,0,0,0,0,0,1,0,0,1,0,2,0,2
26,0,0,0,0,0,0,0,0,0,0,2,3,1
27,1,0,0,0,0,0,0,0,0,1,1,3,2
28,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,0,0,0,0,0,0,0,0,0,1,1,2
30,0,0,0,0,0,0,0,0,0,1,2,3,1
31,0,0,0,0,0,0,0,0,0,1,0,5,1
32,0,0,0,0,0,0,0,0,0,0,0,2,1
33,2,0,0,0,0,0,0,0,0,0,1,1,3
34,0,0,0,0,0,0,0,0,1,0,1,1,2
35,0,0,0,0,0,1,0,0,1,1,0,2,0
36,0,0,0,0,0,0,0,0,0,1,1,3,3
37,0,0,0,0,0,1,0,2,0,0,1,1,4
38,0,0,0,0,0,0,0,0,1,2,2,0,3
39,0,0,0,0,1,0,0,0,0,0,1,0,1
40,0,0,0,0,0,1,1,1,0,0,2,0,4
41,0,0,0,1,0,0,0,0,1,0,3,0,2
42,1,0,0,0,0,0,0,0,0,0,1,3,3
43,0,0,0,0,0,0,0,0,0,1,2,5,5
44,0,0,0,0,0,0,1,0,0,1,3,0,1
45,0,0,0,0,0,0,0,0,1,1,1,1,2
46,0,0,0,0,1,0,0,0,0,0,2,0,1
47,1,0,0,0,0,1,0,0,0,0,0,3,0
48,0,0,0,0,0,1,0,0,0,0,1,1,4
49,0,0,0,0,0,0,1,0,0,1,1,1,3
50,0,0,0,0,0,0,0,1,0,0,1,2,3
51,1,0,0,0,0,1,0,0,0,0,0,2,2
52,0,0,0,0,0,0,0,1,0,0,2,0,3
53,0,0,0,0,0,0,0,0,0,0,0,0,0
