2000-W01;CH012;Y40T44;M;;1
2000-W01;CH012;Y50T54;T;;2
2000-W01;CH012;Y50T54;F;;1
2000-W01;CH012;Y50T54;M;;1
2000-W01;CH012;Y55T59;T;;2
2000-W01;CH012;Y55T59;M;;2
2000-W01;CH012;Y65T69;T;;2
2000-W01;CH012;Y65T69;F;;1
2000-W01;CH012;Y65T69;M;;1
2000-W01;CH012;Y70T74;T;;4
2000-W01;CH012;Y70T74;F;;1
2000-W01;CH012;Y70T74;M;;3
2000-W01;CH012;Y75T79;T;;6
2000-W01;CH012;Y75T79;F;;1
2000-W01;CH012;Y75T79;M;;5
2000-W01;CH012;Y80T84;T;;6
2000-W01;CH012;Y80T84;F;;3
2000-W01;CH012;Y80T84;M;;3
2000-W01;CH012;Y85T89;T;;9
2000-W01;CH012;Y85T89;F;;6
2000-W01;CH012;Y85T89;M;;3
2000-W01;CH012;Y_GE90;T;;12
2000-W01;CH012;Y_GE90;F;;6
2000-W01;CH012;Y_GE90;M;;6
2000-W01;CH013;_T;T;;86
2000-W01;CH013;_T;F;;46
2000-W01;CH013;_T;M;;40
2000-W01;CH013;Y30T34;T;;1
2000-W01;CH013;Y30T34;M;;1
2000-W01;CH013;Y35T39;T;;1
2000-W01;CH013;Y35T39;F;;1
2000-W01;CH013;Y45T49;T;;2
2000-W01;CH013;Y45T49;F;;2
2000-W01;CH013;Y50T54;T;;4
2000-W01;CH013;Y50T54;F;;1
2000-W01;CH013;Y50T54;M;;3
2000-W01;CH013;Y55T59;T;;3
2000-W01;CH013;Y55T59;F;;1
2000-W01;CH013;Y55T59;M;;2
2000-W01;CH013;Y60T64;T;;2
2000-W01;CH013;Y60T64;F;;2
2000-W01;CH013;Y65T69;T;;4
2000-W01;CH013;Y65T69;F;;1
2000-W01;CH013;Y65T69;M;;3
2000-W01;CH013;Y70T74;T;;7
2000-W01;CH013;Y70T74;F;;2
2000-W01;CH013;Y70T74;M;;5
2000-W01;CH013;Y75T79;T;;12
2000-W01;CH013;Y75T79;F;;7
2000-W01;CH013;Y75T79;M;;5
2000-W01;CH013;Y80T84;T;;8
2000-W01;CH013;Y80T84;F;;4
2000-W01;CH013;Y80T84;M;;4
2000-W01;CH013;Y85T89;T;;13
2000-W01;CH013;Y85T89;F;;5
2000-W01;CH013;Y85T89;M;;8
2000-W01;CH013;Y_GE90;T;;29
2000-W01;CH013;Y_GE90;F;;20
2000-W01;CH013;Y_GE90;M;;9
2000-W01;CH021;_T;T;;255
2000-W01;CH021;_T;F;;137
2000-W01;CH021;_T;M;;118
2000-W01;CH021;Y15T19;T;;1
2000-W01;CH021;Y15T19;M;;1
2000-W01;CH021;Y20T24;T;;1
2000-W01;CH021;Y20T24;M;;1
2000-W01;CH021;Y25T29;T;;1
2000-W01;CH021;Y25T29;M;;1
2000-W01;CH021;Y35T39;T;;3
2000-W01;CH021;Y35T39;F;;2
2000-W01;CH021;Y35T39;M;;1
2000-W01;CH021;Y40T44;T;;7
2000-W01;CH021;Y40T44;F;;2
2000-W01;CH021;Y40T44;M;;5
2000-W01;CH021;Y45T49;T;;2
2000-W01;CH021;Y45T49;F;;1
2000-W01;CH021;Y45T49;M;;1
2000-W01;CH021;Y50T54;T;;2
2000-W01;CH021;Y50T54;F;;1
2000-W01;CH021;Y50T54;M;;1
2000-W01;CH021;Y55T59;T;;6
2000-W01;CH021;Y55T59;F;;3
2000-W01;CH021;Y55T59;M;;3
2000-W01;CH021;Y60T64;T;;6
2000-W01;CH021;Y60T64;F;;1
2000-W01;CH021;Y60T64;M;;5
2000-W01;CH021;Y65T69;T;;15
2000-W01;CH021;Y65T69;F;;4
2000-W01;CH021;Y65T69;M;;11
2000-W01;CH021;Y70T74;T;;12
2000-W01;CH021;Y70T74;F;;7
2000-W01;CH021;Y70T74;M;;5
2000-W01;CH021;Y75T79;T;;26
2000-W01;CH021;Y75T79;F;;10
2000-W01;CH021;Y75T79;M;;16
2000-W01;CH021;Y80T84;T;;49
2000-W01;CH021;Y80T84;F;;22
2000-W01;CH021;Y80T84;M;;27
2000-W01;CH021;Y85T89;T;;54
2000-W01;CH021;Y85T89;F;;31
2000-W01;CH021;Y85T89;M;;23
2000-W01;CH021;Y_GE90;T;;70
2000-W01;CH021;Y_GE90;F;;53
2000-W01;CH021;Y_GE90;M;;17
2000-W01;CH022;_T;T;;54
2000-W01;CH022;_T;F;;31
2000-W01;CH022;_T;M;;23
2000-W01;CH022;Y30T34;T;;1
2000-W01;CH022;Y30T34;M;;1
2000-W01;CH022;Y40T44;T;;1
2000-W01;CH022;Y40T44;M;;1
2000-W01;CH022;Y45T49;T;;1
2000-W01;CH022;Y45T49;M;;1
2000-W01;CH022;Y50T54;T;;2
2000-W01;CH022;Y50T54;M;;2
2000-W01;CH022;Y55T59;T;;3
2000-W01;CH022;Y55T59;F;;2
2000-W01;CH022;Y55T59;M;;1
2000-W01;CH022;Y60T64;T;;1
2000-W01;CH022;Y60T64;M;;1
2000-W01;CH022;Y65T69;T;;5
2000-W01;CH022;Y65T69;F;;1
2000-W01;CH022;Y65T69;M;;4
2000-W01;CH022;Y70T74;T;;5
2000-W01;CH022;Y70T74;F;;4
2000-W01;CH022;Y70T74;M;;1
2000-W01;CH022;Y75T79;T;;3
2000-W01;CH022;Y75T79;F;;2
2000-W01;CH022;Y75T79;M;;1
2000-W01;CH022;Y80T84;T;;12
2000-W01;CH022;Y80T84;F;;9
2000-W01;CH022;Y80T84;M;;3
2000-W01;CH022;Y85T89;T;;11
2000-W01;CH022;Y85T89;F;;5
2000-W01;CH022;Y85T89;M;;6
2000-W01;CH022;Y_GE90;T;;9
2000-W01;CH022;Y_GE90;F;;8
2000-W01;CH022;Y_GE90;M;;1
2000-W01;CH023;_T;T;;51
2000-W01;CH023;_T;F;;20
2000-W01;CH023;_T;M;;31
2000-W01;CH023;Y10T14;T;;1
2000-W01;CH023;Y10T14;M;;1
2000-W01;CH023;Y30T34;T;;1
2000-W01;CH023;Y30T34;F;;1
2000-W01;CH023;Y45T49;T;;2
2000-W01;CH023;Y45T49;M;;2
2000-W01;CH023;Y55T59;T;;1
2000-W01;CH023;Y55T59;M;;1
2000-W01;CH023;Y60T64;T;;1
2000-W01;CH023;Y60T64;M;;1
2000-W01;CH023;Y65T69;T;;2
2000-W01;CH023;Y65T69;M;;2
2000-W01;CH023;Y70T74;T;;10
2000-W01;CH023;Y70T74;F;;3
2000-W01;CH023;Y70T74;M;;7
2000-W01;CH023;Y75T79;T;;8
2000-W01;CH023;Y75T79;F;;2
2000-W01;CH023;Y75T79;M;;6
2000-W01;CH023;Y80T84;T;;7
2000-W01;CH023;Y80T84;F;;4
2000-W01;CH023;Y80T84;M;;3
2000-W01;CH023;Y85T89;T;;10
2000-W01;CH023;Y85T89;F;;5
2000-W01;CH023;Y85T89;M;;5
2000-W01;CH023;Y_GE90;T;;8
2000-W01;CH023;Y_GE90;F;;5
2000-W01;CH023;Y_GE90;M;;3
2000-W01;CH024;_T;T;;33
2000-W01;CH024;_T;F;;19
2000-W01;CH024;_T;M;;14
2000-W01;CH024;Y55T59;T;;1
2000-W01;CH024;Y55T59;M;;1
2000-W01;CH024;Y60T64;T;;1
2000-W01;CH024;Y60T64;F;;1
2000-W01;CH024;Y65T69;T;;1
2000-W01;CH024;Y65T69;M;;1
2000-W01;CH024;Y70T74;T;;4
2000-W01;CH024;Y70T74;F;;2
2000-W01;CH024;Y70T74;M;;2
2000-W01;CH024;Y75T79;T;;7
2000-W01;CH024;Y75T79;F;;3
2000-W01;CH024;Y75T79;M;;4
2000-W01;CH024;Y80T84;T;;5
2000-W01;CH024;Y80T84;F;;3
2000-W01;CH024;Y80T84;M;;2
2000-W01;CH024;Y85T89;T;;4
2000-W01;CH024;Y85T89;F;;1
2000-W01;CH024;Y85T89;M;;3
2000-W01;CH024;Y_GE90;T;;10
2000-W01;CH024;Y_GE90;F;;9
2000-W01;CH024;Y_GE90;M;;1
2000-W01;CH025;_T;T;;18
2000-W01;CH025;_T;F;;12
2000-W01;CH025;_T;M;;6
2000-W01;CH025;Y25T29;T;;1
2000-W01;CH025;Y25T29;M;;1
2000-W01;CH025;Y40T44;T;;1
2000-W01;CH025;Y40T44;M;;1
2000-W01;CH025;Y45T49;T;;2
2000-W01;CH025;Y45T49;F;;1
2000-W01;CH025;Y45T49;M;;1
2000-W01;CH025;Y50T54;T;;1
2000-W01;CH025;Y50T54;M;;1
2000-W01;CH025;Y80T84;T;;3
2000-W01;CH025;Y80T84;F;;2
2000-W01;CH025;Y80T84;M;;1
2000-W01;CH025;Y85T89;T;;3
2000-W01;CH025;Y85T89;F;;2
2000-W01;CH025;Y85T89;M;;1
2000-W01;CH025;Y_GE90;T;;7
2000-W01;CH025;Y_GE90;F;;7
2000-W01;CH031;_T;T;;50
2000-W01;CH031;_T;F;;22
2000-W01;CH031;_T;M;;28
2000-W01;CH031;Y40T44;T;;2
2000-W01;CH031;Y40T44;M;;2
2000-W01;CH031;Y45T49;T;;1
2000-W01;CH031;Y45T49;M;;1
2000-W01;CH031;Y50T54;T;;1
2000-W01;CH031;Y50T54;M;;1
2000-W01;CH031;Y55T59;T;;2
2000-W01;CH031;Y55T59;M;;2
2000-W01;CH031;Y60T64;T;;4
2000-W01;CH031;Y60T64;F;;2
2000-W01;CH031;Y60T64;M;;2
2000-W01;CH031;Y65T69;T;;6
2000-W01;CH031;Y65T69;F;;2
2000-W01;CH031;Y65T69;M;;4
2000-W01;CH031;Y70T74;T;;3
2000-W01;CH031;Y70T74;M;;3
2000-W01;CH031;Y75T79;T;;9
2000-W01;CH031;Y75T79;F;;5
2000-W01;CH031;Y75T79;M;;4
2000-W01;CH031;Y80T84;T;;7
2000-W01;CH031;Y80T84;F;;4
2000-W01;CH031;Y80T84;M;;3
2000-W01;CH031;Y85T89;T;;5
2000-W01;CH031;Y85T89;F;;2
2000-W01;CH031;Y85T89;M;;3
2000-W01;CH031;Y_GE90;T;;10
2000-W01;CH031;Y_GE90;F;;7
2000-W01;CH031;Y_GE90;M;;3
2000-W01;CH032;_T;T;;42
2000-W01;CH032;_T;F;;22
2000-W01;CH032;_T;M;;20
2000-W01;CH032;Y30T34;T;;1
2000-W01;CH032;Y30T34;M;;1
2000-W01;CH032;Y40T44;T;;2
2000-W01;CH032;Y40T44;F;;2
2000-W01;CH032;Y50T54;T;;2
2000-W01;CH032;Y50T54;F;;2
2000-W01;CH032;Y55T59;T;;1
2000-W01;CH032;Y55T59;M;;1
2000-W01;CH032;Y60T64;T;;1
2000-W01;CH032;Y60T64;M;;1
2000-W01;CH032;Y65T69;T;;1
2000-W01;CH032;Y65T69;M;;1
2000-W01;CH032;Y70T74;T;;5
2000-W01;CH032;Y70T74;F;;4
2000-W01;CH032;Y70T74;M;;1
2000-W01;CH032;Y75T79;T;;12
2000-W01;CH032;Y75T79;F;;5
2000-W01;CH032;Y75T79;M;;7
2000-W01;CH032;Y80T84;T;;8
2000-W01;CH032;Y80T84;F;;3
2000-W01;CH032;Y80T84;M;;5
2000-W01;CH032;Y85T89;T;;4
2000-W01;CH032;Y85T89;F;;1
2000-W01;CH032;Y85T89;M;;3
2000-W01;CH032;Y_GE90;T;;5
2000-W01;CH032;Y_GE90;F;;5
2000-W01;CH033;_T;T;;90
2000-W01;CH033;_T;F;;50
2000-W01;CH033;_T;M;;40
2000-W01;CH033;Y0T4;T;;2
2000-W01;CH033;Y0T4;F;;1
2000-W01;CH033;Y0T4;M;;1
2000-W01;CH033;Y50T54;T;;1
2000-W01;CH033;Y50T54;M;;1
2000-W01;CH033;Y55T59;T;;2
2000-W01;CH033;Y55T59;F;;1
2000-W01;CH033;Y55T59;M;;1
2000-W01;CH033;Y60T64;T;;3
2000-W01;CH033;Y60T64;M;;3
2000-W01;CH033;Y65T69;T;;5
2000-W01;CH033;Y65T69;F;;3
2000-W01;CH033;Y65T69;M;;2
2000-W01;CH033;Y70T74;T;;9
2000-W01;CH033;Y70T74;F;;4
2000-W01;CH033;Y70T74;M;;5
2000-W01;CH033;Y75T79;T;;15
2000-W01;CH033;Y75T79;F;;7
2000-W01;CH033;Y75T79;M;;8
2000-W01;CH033;Y80T84;T;;17
2000-W01;CH033;Y80T84;F;;9
2000-W01;CH033;Y80T84;M;;8
2000-W01;CH033;Y85T89;T;;15
2000-W01;CH033;Y85T89;F;;10
2000-W01;CH033;Y85T89;M;;5
2000-W01;CH033;Y_GE90;T;;21
2000-W01;CH033;Y_GE90;F;;15
2000-W01;CH033;Y_GE90;M;;6
2000-W01;CH040;_T;T;;264
2000-W01;CH040;_T;F;;136
2000-W01;CH040;_T;M;;128
2000-W01;CH040;Y0T4;T;;1
2000-W01;CH040;Y0T4;M;;1
2000-W01;CH040;Y30T34;T;;1
2000-W01;CH040;Y30T34;F;;1
2000-W01;CH040;Y35T39;T;;1
2000-W01;CH040;Y35T39;M;;1
2000-W01;CH040;Y40T44;T;;3
2000-W01;CH040;Y40T44;M;;3
2000-W01;CH040;Y45T49;T;;2
2000-W01;CH040;Y45T49;F;;1
2000-W01;CH040;Y45T49;M;;1
2000-W01;CH040;Y50T54;T;;7
2000-W01;CH040;Y50T54;F;;2
2000-W01;CH040;Y50T54;M;;5
2000-W01;CH040;Y60T64;T;;10
2000-W01;CH040;Y60T64;F;;5
2000-W01;CH040;Y60T64;M;;5
2000-W01;CH040;Y65T69;T;;19
2000-W01;CH040;Y65T69;F;;7
2000-W01;CH040;Y65T69;M;;12
2000-W01;CH040;Y70T74;T;;21
2000-W01;CH040;Y70T74;F;;10
2000-W01;CH040;Y70T74;M;;11
2000-W01;CH040;Y75T79;T;;29
2000-W01;CH040;Y75T79;F;;13
2000-W01;CH040;Y75T79;M;;16
2000-W01;CH040;Y80T84;T;;40
2000-W01;CH040;Y80T84;F;;16
2000-W01;CH040;Y80T84;M;;24
2000-W01;CH040;Y85T89;T;;60
2000-W01;CH040;Y85T89;F;;35
2000-W01;CH040;Y85T89;M;;25
2000-W01;CH040;Y_GE90;T;;70
2000-W01;CH040;Y_GE90;F;;46
2000-W01;CH040;Y_GE90;M;;24
2000-W01;CH051;_T;T;;10
2000-W01;CH051;_T;F;;4
2000-W01;CH051;_T;M;;6
2000-W01;CH051;Y65T69;T;;1
2000-W01;CH051;Y65T69;M;;1
2000-W01;CH051;Y70T74;T;;1
2000-W01;CH051;Y70T74;M;;1
2000-W01;CH051;Y80T84;T;;3
2000-W01;CH051;Y80T84;F;;1
2000-W01;CH051;Y80T84;M;;2
2000-W01;CH051;Y85T89;T;;4
2000-W01;CH051;Y85T89;F;;2
2000-W01;CH051;Y85T89;M;;2
2000-W01;CH051;Y_GE90;T;;1
2000-W01;CH051;Y_GE90;F;;1
2000-W01;CH052;_T;T;;23
2000-W01;CH052;_T;F;;10
2000-W01;CH052;_T;M;;13
2000-W01;CH052;Y25T29;T;;1
2000-W01;CH052;Y25T29;M;;1
2000-W01;CH052;Y45T49;T;;1
2000-W01;CH052;Y45T49;M;;1
2000-W01;CH052;Y50T54;T;;1
2000-W01;CH052;Y50T54;F;;1
2000-W01;CH052;Y65T69;T;;4
2000-W01;CH052;Y65T69;F;;1
2000-W01;CH052;Y65T69;M;;3
2000-W01;CH052;Y70T74;T;;5
2000-W01;CH052;Y70T74;F;;4
2000-W01;CH052;Y70T74;M;;1
2000-W01;CH052;Y75T79;T;;2
2000-W01;CH052;Y75T79;M;;2
2000-W01;CH052;Y80T84;T;;4
2000-W01;CH052;Y80T84;F;;1
2000-W01;CH052;Y80T84;M;;3
2000-W01;CH052;Y85T89;T;;2
2000-W01;CH052;Y85T89;M;;2
2000-W01;CH052;Y_GE90;T;;3
2000-W01;CH052;Y_GE90;F;;3
2000-W01;CH053;_T;T;;8
2000-W01;CH053;_T;F;;3
2000-W01;CH053;_T;M;;5
2000-W01;CH053;Y60T64;T;;2
2000-W01;CH053;Y60T64;M;;2
2000-W01;CH053;Y70T74;T;;1
2000-W01;CH053;Y70T74;F;;1
2000-W01;CH053;Y80T84;T;;2
2000-W01;CH053;Y80T84;M;;2
2000-W01;CH053;Y85T89;T;;1
2000-W01;CH053;Y85T89;M;;1
2000-W01;CH053;Y_GE90;T;;2
2000-W01;CH053;Y_GE90;F;;2
2000-W01;CH054;_T;T;;2
2000-W01;CH054;_T;M;;2
2000-W01;CH054;Y75T79;T;;1
2000-W01;CH054;Y75T79;M;;1
2000-W01;CH054;Y_GE90;T;;1
2000-W01;CH054;Y_GE90;M;;1
2000-W01;CH055;_T;T;;94
2000-W01;CH055;_T;F;;54
2000-W01;CH055;_T;M;;40
2000-W01;CH055;Y0T4;T;;1
2000-W01;CH055;Y0T4;M;;1
2000-W01;CH055;Y35T39;T;;1
2000-W01;CH055;Y35T39;F;;1
2000-W01;CH055;Y40T44;T;;2
2000-W01;CH055;Y40T44;F;;1
2000-W01;CH055;Y40T44;M;;1
2000-W01;CH055;Y45T49;T;;1
2000-W01;CH055;Y45T49;M;;1
2000-W01;CH055;Y50T54;T;;2
2000-W01;CH055;Y50T54;F;;2
2000-W01;CH055;Y60T64;T;;6
2000-W01;CH055;Y60T64;F;;1
2000-W01;CH055;Y60T64;M;;5
2000-W01;CH055;Y65T69;T;;4
2000-W01;CH055;Y65T69;M;;4
2000-W01;CH055;Y70T74;T;;11
2000-W01;CH055;Y70T74;F;;6
2000-W01;CH055;Y70T74;M;;5
2000-W01;CH055;Y75T79;T;;12
2000-W01;CH055;Y75T79;F;;8
2000-W01;CH055;Y75T79;M;;4
2000-W01;CH055;Y80T84;T;;15
2000-W01;CH055;Y80T84;F;;11
2000-W01;CH055;Y80T84;M;;4
2000-W01;CH055;Y85T89;T;;15
2000-W01;CH055;Y85T89;F;;7
2000-W01;CH055;Y85T89;M;;8
2000-W01;CH055;Y_GE90;T;;24
2000-W01;CH055;Y_GE90;F;;17
2000-W01;CH055;Y_GE90;M;;7
2000-W01;CH056;_T;T;;47
2000-W01;CH056;_T;F;;23
2000-W01;CH056;_T;M;;24
2000-W01;CH056;Y0T4;T;;1
2000-W01;CH056;Y0T4;F;;1
2000-W01;CH056;Y20T24;T;;1
2000-W01;CH056;Y20T24;M;;1
2000-W01;CH056;Y35T39;T;;1
2000-W01;CH056;Y35T39;M;;1
2000-W01;CH056;Y50T54;T;;2
2000-W01;CH056;Y50T54;F;;2
2000-W01;CH056;Y65T69;T;;1
2000-W01;CH056;Y65T69;M;;1
2000-W01;CH056;Y70T74;T;;4
2000-W01;CH056;Y70T74;F;;2
2000-W01;CH056;Y70T74;M;;2
2000-W01;CH056;Y75T79;T;;8
2000-W01;CH056;Y75T79;F;;4
2000-W01;CH056;Y75T79;M;;4
2000-W01;CH056;Y80T84;T;;7
2000-W01;CH056;Y80T84;F;;3
2000-W01;CH056;Y80T84;M;;4
2000-W01;CH056;Y85T89;T;;11
2000-W01;CH056;Y85T89;F;;4
2000-W01;CH056;Y85T89;M;;7
2000-W01;CH056;Y_GE90;T;;11
2000-W01;CH056;Y_GE90;F;;7
2000-W01;CH056;Y_GE90;M;;4
2000-W01;CH057;_T;T;;45
2000-W01;CH057;_T;F;;21
2000-W01;CH057;_T;M;;24
2000-W01;CH057;Y35T39;T;;2
2000-W01;CH057;Y35T39;F;;1
2000-W01;CH057;Y35T39;M;;1
2000-W01;CH057;Y40T44;T;;1
2000-W01;CH057;Y40T44;M;;1
2000-W01;CH057;Y60T64;T;;1
2000-W01;CH057;Y60T64;M;;1
2000-W01;CH057;Y65T69;T;;2
2000-W01;CH057;Y65T69;F;;1
2000-W01;CH057;Y65T69;M;;1
2000-W01;CH057;Y70T74;T;;4
2000-W01;CH057;Y70T74;F;;1
2000-W01;CH057;Y70T74;M;;3
2000-W01;CH057;Y75T79;T;;9
2000-W01;CH057;Y75T79;F;;3
2000-W01;CH057;Y75T79;M;;6
2000-W01;CH057;Y80T84;T;;6
2000-W01;CH057;Y80T84;F;;3
2000-W01;CH057;Y80T84;M;;3
2000-W01;CH057;Y85T89;T;;11
2000-W01;CH057;Y85T89;F;;5
2000-W01;CH057;Y85T89;M;;6
2000-W01;CH057;Y_GE90;T;;9
2000-W01;CH057;Y_GE90;F;;7
2000-W01;CH057;Y_GE90;M;;2
2000-W01;CH061;_T;T;;64
2000-W01;CH061;_T;F;;32
2000-W01;CH061;_T;M;;32
2000-W01;CH061;Y30T34;T;;2
2000-W01;CH061;Y30T34;F;;1
2000-W01;CH061;Y30T34;M;;1
2000-W01;CH061;Y35T39;T;;2
2000-W01;CH061;Y35T39;F;;1
2000-W01;CH061;Y35T39;M;;1
2000-W01;CH061;Y40T44;T;;1
2000-W01;CH061;Y40T44;M;;1
2000-W01;CH061;Y55T59;T;;2
2000-W01;CH061;Y55T59;F;;1
2000-W01;CH061;Y55T59;M;;1
2000-W01;CH061;Y60T64;T;;5
2000-W01;CH061;Y60T64;F;;1
2000-W01;CH061;Y60T64;M;;4
2000-W01;CH061;Y65T69;T;;6
2000-W01;CH061;Y65T69;F;;3
2000-W01;CH061;Y65T69;M;;3
2000-W01;CH061;Y70T74;T;;6
2000-W01;CH061;Y70T74;F;;2
2000-W01;CH061;Y70T74;M;;4
2000-W01;CH061;Y75T79;T;;5
2000-W01;CH061;Y75T79;F;;3
2000-W01;CH061;Y75T79;M;;2
2000-W01;CH061;Y80T84;T;;8
2000-W01;CH061;Y80T84;F;;3
2000-W01;CH061;Y80T84;M;;5
2000-W01;CH061;Y85T89;T;;8
2000-W01;CH061;Y85T89;F;;3
2000-W01;CH061;Y85T89;M;;5
2000-W01;CH061;Y_GE90;T;;19
2000-W01;CH061;Y_GE90;F;;14
2000-W01;CH061;Y_GE90;M;;5
2000-W01;CH062;_T;T;;10
2000-W01;CH062;_T;F;;7
2000-W01;CH062;_T;M;;3
2000-W01;CH062;Y40T44;T;;1
2000-W01;CH062;Y40T44;F;;1
2000-W01;CH062;Y55T59;T;;1
2000-W01;CH062;Y55T59;M;;1
2000-W01;CH062;Y75T79;T;;2
2000-W01;CH062;Y75T79;F;;2
2000-W01;CH062;Y80T84;T;;1
2000-W01;CH062;Y80T84;F;;1
2000-W01;CH062;Y85T89;T;;2
2000-W01;CH062;Y85T89;F;;2
2000-W01;CH062;Y_GE90;T;;3
2000-W01;CH062;Y_GE90;F;;1
2000-W01;CH062;Y_GE90;M;;2
2000-W01;CH063;_T;T;;26
2000-W01;CH063;_T;F;;14
2000-W01;CH063;_T;M;;12
2000-W01;CH063;Y15T19;T;;1
2000-W01;CH063;Y15T19;M;;1
2000-W01;CH063;Y35T39;T;;2
2000-W01;CH063;Y35T39;F;;2
2000-W01;CH063;Y50T54;T;;3
2000-W01;CH063;Y50T54;F;;2
2000-W01;CH063;Y50T54;M;;1
2000-W01;CH063;Y70T74;T;;3
2000-W01;CH063;Y70T74;F;;1
2000-W01;CH063;Y70T74;M;;2
2000-W01;CH063;Y75T79;T;;2
2000-W01;CH063;Y75T79;M;;2
2000-W01;CH063;Y80T84;T;;5
2000-W01;CH063;Y80T84;F;;3
2000-W01;CH063;Y80T84;M;;2
2000-W01;CH063;Y85T89;T;;6
2000-W01;CH063;Y85T89;F;;5
2000-W01;CH063;Y85T89;M;;1
2000-W01;CH063;Y_GE90;T;;4
2000-W01;CH063;Y_GE90;F;;1
2000-W01;CH063;Y_GE90;M;;3
2000-W01;CH064;_T;T;;8
2000-W01;CH064;_T;F;;6
