week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,3,2,1,0,1,1,1
10,0,0,0,0,0,2,1,1,3
11,0,0,0,2,5,4,5,6,3
12,0,0,1,5,5,15,12,15,17
13,1,2,4,4,12,23,20,21,14
14,0,2,0,6,6,16,15,16,17
15,0,1,5,1,3,9,10,6,8
16,0,0,2,4,3,2,4,2,3
17,0,1,1,2,0,3,3,3,2
18,0,0,0,1,2,1,0,3,2
19,0,0,0,0,0,1,2,3,1
20,0,0,0,0,1,0,0,0,0
21,0,0,0,0,0,0,2,2,0
22,0,0,1,2,2,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,1,1
25,0,0,0,0,0,0,0,1,0
26,0,0,0,0,0,1,0,0,0
27,0,0,2,0,3,1,4,1,2
28,1,0,0,3,1,0,5,4,2
29,0,1,0,2,0,1,3,2,2
30,0,1,0,1,0,3,4,0,3
31,0,1,2,0,0,2,8,3,0
32,0,0,0,1,1,4,3,2,1
33,2,0,1,2,1,3,6,0,1
34,0,0,0,1,0,1,2,1,0
35,0,0,0,0,1,1,2,4,1
36,0,0,2,0,2,0,3,4,2
37,0,0,3,0,3,0,6,2,5
38,0,0,0,1,1,3,1,5,3
39,0,0,0,0,2,2,3,6,6
40,1,0,0,3,2,6,1,5,5
41,0,1,0,4,3,3,7,11,9
42,1,0,0,4,3,9,12,18,15
43,2,4,1,7,17,21,12,26,35
44,2,1,5,5,11,16,27,40,56
45,1,0,3,4,8,19,31,50,49
46,4,1,4,8,12,22,36,49,55
47,5,0,3,2,10,19,39,34,56
48,4,2,5,6,19,22,30,41,50
49,3,0,5,5,12,24,37,53,59
50,4,1,5,5,9,34,35,56,64
51,3,0,1,6,11,28,40,64,74
52,4,0,3,9,18,18,34,55,55
53,5,1,3,7,14,29,40,45,61
