week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,2,0,1,2
10,0,0,0,0,4,1,2,3,2
11,3,0,2,3,5,8,8,14,17
12,2,0,4,7,6,31,36,44,34
13,0,1,0,5,17,53,51,68,48
14,0,0,2,1,8,16,19,28,30
15,0,0,0,1,3,7,7,14,9
16,0,0,0,2,3,10,9,18,23
17,0,0,0,2,0,3,5,6,8
18,0,0,0,1,0,0,2,2,5
19,0,1,0,0,0,0,3,3,11
20,0,0,0,0,0,0,3,5,8
21,0,0,0,0,0,1,0,1,3
22,0,0,0,0,0,0,0,1,1
23,0,0,0,0,0,0,0,1,0
24,0,0,0,0,0,0,0,0,1
25,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
27,0,0,1,0,0,0,0,0,0
28,0,0,0,0,0,1,0,1,2
29,0,0,0,0,0,0,0,1,0
30,0,0,0,0,0,1,0,0,0
31,0,0,1,0,0,1,0,0,0
32,0,0,0,1,0,0,0,0,0
33,0,0,1,0,0,0,0,0,0
34,0,0,1,0,1,0,0,0,0
35,0,0,0,0,1,0,0,0,0
36,0,0,0,0,0,0,0,0,0
37,0,0,0,0,1,0,0,0,0
38,0,0,0,0,0,0,0,0,0
39,0,0,0,0,1,1,1,0,0
40,0,0,0,0,0,2,2,0,0
41,0,0,0,1,1,1,1,3,1
42,0,0,0,0,1,4,4,2,10
43,0,0,0,3,5,13,14,20,12
44,0,0,0,4,8,20,25,36,36
45,0,1,0,3,8,21,33,29,56
46,0,0,2,4,8,27,27,47,62
47,0,0,0,3,7,13,27,40,69
48,0,0,0,2,6,16,23,37,54
49,0,0,1,3,11,14,28,28,36
50,0,0,0,0,8,17,28,40,59
51,0,0,2,2,4,12,14,31,65
52,0,0,1,2,2,13,29,53,51
53,0,1,1,0,4,15,26,39,60
