week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,3,0
10,0,0,0,1,0,1,0,0,5
11,0,0,0,0,1,4,3,11,15
12,0,2,3,2,1,7,13,18,37
13,0,1,2,4,8,9,16,26,49
14,0,1,1,2,2,8,7,19,29
15,0,0,1,0,0,5,2,5,22
16,0,0,1,0,0,4,1,1,8
17,0,0,0,0,0,0,1,0,1
18,0,0,1,0,0,0,1,0,0
19,0,0,0,0,0,1,0,0,1
20,0,0,0,0,0,2,0,0,0
21,0,0,0,0,0,1,0,0,0
22,0,0,0,0,1,3,0,1,0
23,0,0,0,0,0,0,1,0,0
24,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,1,0,2
26,0,0,1,0,0,1,0,0,1
27,0,0,0,0,1,0,0,0,1
28,0,0,0,0,0,0,0,0,1
29,0,0,0,0,0,0,1,0,0
30,0,0,0,0,0,0,0,1,0
31,0,0,0,0,1,1,1,2,0
32,0,1,0,0,1,1,0,1,0
33,0,0,0,0,0,1,0,0,2
34,0,0,0,0,0,0,0,1,2
35,0,0,0,0,0,1,0,1,2
36,0,0,0,1,3,1,0,3,4
37,0,0,0,0,0,0,1,1,5
38,0,1,0,0,0,1,0,1,3
39,0,0,0,0,0,0,0,1,7
40,0,0,0,1,0,1,2,5,11
41,0,0,0,1,0,1,3,5,15
42,0,1,0,0,0,2,2,12,24
43,0,0,0,0,1,7,7,19,55
44,0,0,0,2,2,5,8,20,48
45,0,0,1,0,0,5,5,15,47
46,0,0,0,2,0,5,7,15,45
47,0,0,0,0,1,4,2,6,22
48,0,0,0,1,0,2,1,7,18
49,0,0,0,0,2,0,0,3,15
50,0,0,0,1,2,0,2,3,14
51,0,0,0,0,0,0,5,5,11
52,0,0,0,0,0,0,3,5,17
53,0,0,0,0,0,0,2,4,27
