week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,0,0,1,2,9,17
2,0,0,0,0,0,0,1,9,18
3,1,0,0,0,0,4,2,8,18
4,0,0,0,0,1,1,1,7,15
5,0,0,2,0,0,0,3,4,13
6,0,1,0,0,1,1,1,1,9
7,0,0,0,0,0,2,0,4,10
8,0,0,0,0,0,0,0,1,5
9,0,0,0,0,0,2,3,3,2
10,0,0,0,0,0,1,2,1,1
11,0,0,1,1,0,7,2,1,5
12,0,0,1,0,2,0,2,3,3
13,0,0,0,1,1,3,3,3,3
14,0,0,0,1,0,2,2,4,4
15,1,0,1,1,5,4,3,2,10
16,0,0,1,1,1,5,2,4,5
17,0,0,0,1,4,1,1,1,6
18,0,0,0,0,0,2,1,9,15
19,0,0,1,1,2,1,5,9,14
20,0,0,0,0,2,1,1,0,5
21,0,0,0,0,0,3,1,0,2
22,0,0,0,1,0,2,0,0,0
23,0,0,1,0,0,0,0,1,0
24,0,0,0,0,0,0,1,1,0
25,0,0,0,0,0,0,0,1,4
26,0,0,0,0,0,0,0,0,1
27,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,1
31,0,0,0,0,0,0,0,0,1
32,0,0,0,0,2,0,2,0,0
33,0,0,0,0,1,0,1,0,0
34,0,0,0,0,1,0,1,1,0
35,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,1,1,1
37,0,0,1,0,0,0,0,0,1
38,0,0,0,0,0,0,0,0,2
39,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0
