week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,2,0,0,1,0,2,0,0,0
10,0,0,0,0,1,0,2,0,1
11,0,0,1,1,0,1,0,5,2
12,0,0,1,1,1,3,2,5,6
13,0,0,1,2,3,4,7,9,6
14,0,0,1,0,1,3,1,6,0
15,1,0,0,0,1,1,0,6,0
16,0,0,0,1,1,1,0,2,1
17,0,0,0,0,0,1,2,0,0
18,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,1
22,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0
28,0,0,0,0,1,0,0,1,0
29,0,0,0,0,0,0,0,0,0
30,0,0,1,0,0,0,1,0,0
31,0,2,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0
33,0,0,1,0,0,0,0,0,1
34,0,0,0,0,0,0,0,1,0
35,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,1,0,0,0
38,0,0,0,0,0,0,0,1,2
39,0,0,0,0,0,0,1,0,0
40,0,0,0,0,0,1,0,0,1
41,0,0,0,1,0,0,0,3,0
42,0,0,1,0,0,0,0,5,2
43,0,0,2,0,1,2,6,8,6
44,0,1,0,2,2,4,8,2,8
45,0,0,0,0,1,4,2,8,7
46,0,0,1,0,0,0,10,7,10
47,0,0,0,0,5,5,6,9,6
48,0,0,0,0,1,9,6,4,7
49,0,0,1,1,2,3,4,11,10
50,1,0,0,1,1,2,6,11,2
51,1,1,0,1,0,4,5,6,8
52,1,0,0,0,1,5,4,10,9
53,0,0,0,1,0,5,7,8,11
