week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,2,1,1,1,1,5,13,8,23
2,0,0,2,1,1,6,6,7,15
3,1,0,1,0,1,4,7,2,17
4,1,0,0,0,2,4,5,3,4
5,1,0,1,2,3,6,4,6,5
6,0,0,0,2,3,4,4,4,1
7,0,0,0,0,3,3,1,6,2
8,2,2,0,4,3,2,11,3,4
9,0,0,1,3,2,6,6,5,2
10,2,0,1,4,4,4,9,4,4
11,5,0,1,0,0,8,14,5,2
12,0,0,1,3,4,6,6,8,7
13,2,1,0,1,5,7,9,3,3
14,0,0,3,3,4,14,19,9,1
15,2,0,0,3,6,4,8,3,6
16,4,1,0,3,5,9,7,8,4
17,2,1,1,3,5,7,14,2,6
18,0,0,1,4,6,10,5,3,2
19,0,0,3,2,2,5,3,4,2
20,1,0,0,0,1,2,3,1,1
21,0,0,0,2,1,1,3,1,2
22,0,0,0,1,1,2,2,1,0
23,0,0,1,0,0,2,1,0,0
24,0,0,1,0,1,0,0,1,1
25,0,0,0,0,0,0,2,1,0
26,0,0,1,0,0,1,0,0,0
27,0,0,0,0,0,1,0,0,0
28,1,0,0,0,0,0,0,0,0
29,0,0,0,0,1,2,0,2,0
30,0,0,1,1,1,1,3,2,1
31,1,0,1,4,1,2,0,2,0
32,0,1,1,4,8,7,8,2,0
33,1,0,0,6,13,6,6,1,3
34,2,0,1,4,6,7,6,9,3
35,3,0,0,1,13,1,5,4,2
36,0,0,4,4,8,3,3,4,1
37,0,1,1,2,3,7,4,1,6
38,1,0,0,0,0,2,2,6,1
39,0,1,0,0,2,1,2,3,0
40,0,0,0,0,1,0,1,0,0
41,0,0,0,0,0,2,0,4,0
42,0,0,1,2,1,0,2,0,4
43,0,0,0,1,2,3,2,4,5
44,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0
