week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1,1,0
10,0,0,0,1,0,0,1,3,0
11,0,0,1,1,2,2,1,8,4
12,0,0,0,3,4,4,4,5,11
13,0,1,0,0,4,2,11,10,13
14,0,0,0,1,2,4,1,6,10
15,0,0,0,1,1,1,0,2,8
16,0,0,1,0,1,0,1,1,0
17,0,0,1,0,0,0,0,1,1
18,1,0,0,0,0,0,0,0,2
19,0,0,0,0,0,0,0,0,1
20,0,0,0,2,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
27,0,0,0,0,1,0,1,0,0
28,0,0,1,0,0,0,0,1,0
29,0,0,0,0,0,0,1,0,0
30,0,0,0,1,0,0,1,1,0
31,0,0,0,0,1,0,0,0,1
32,0,0,0,0,0,1,0,0,1
33,0,0,0,1,1,1,0,2,1
34,0,0,0,0,2,1,0,0,1
35,0,0,0,0,0,0,0,0,1
36,0,0,0,0,0,1,0,1,0
37,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,1,1,0,0
40,0,0,0,0,1,1,0,0,0
41,0,0,0,0,0,1,0,2,0
42,0,0,0,1,0,0,2,1,0
43,0,0,0,2,2,3,2,5,6
44,1,0,0,1,0,1,5,6,8
45,0,0,0,1,1,5,8,5,10
46,0,0,0,2,1,5,14,10,13
47,0,1,0,0,3,3,3,11,14
48,0,0,1,1,2,4,7,11,8
49,2,0,0,1,3,1,14,10,16
50,0,0,0,1,1,6,6,11,14
51,0,0,0,1,1,3,4,10,30
52,0,0,0,0,2,4,2,4,19
53,0,0,0,0,3,3,3,3,13
