week,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-
1,0,0,0,1,5,5,6,5,16
2,1,0,1,0,1,3,1,9,10
3,0,0,0,1,1,2,5,4,8
4,0,0,0,0,0,4,2,3,3
5,0,0,0,0,3,3,3,2,4
6,0,0,2,0,0,0,1,1,3
7,0,0,0,0,1,0,1,1,7
8,0,0,0,0,0,0,1,0,2
9,0,0,1,0,1,2,1,6,2
10,0,0,0,1,4,1,5,3,4
11,0,1,0,0,0,0,2,1,2
12,0,0,0,1,0,3,2,2,6
13,0,0,0,1,0,3,7,7,3
14,0,0,0,1,1,4,1,5,3
15,0,0,1,0,0,1,4,1,3
16,0,0,1,0,0,5,3,2,2
17,0,0,0,0,2,6,4,4,2
18,0,0,0,1,2,3,6,1,2
19,0,1,0,0,2,0,1,2,1
20,0,0,0,2,1,1,3,4,2
21,0,0,0,2,2,5,1,0,3
22,0,0,0,0,1,0,0,0,1
23,0,0,0,0,0,0,0,1,0
24,0,0,0,1,0,0,0,2,0
25,0,0,0,0,0,0,0,1,0
26,0,0,0,0,0,0,0,0,0
27,0,0,0,0,2,1,0,0,0
28,0,0,0,1,4,1,4,3,0
29,0,0,0,0,1,1,0,2,3
30,0,0,1,2,3,2,2,1,4
31,0,1,1,3,3,3,1,3,3
32,0,0,1,3,1,6,5,2,3
33,0,0,0,2,6,4,4,1,2
34,0,0,3,4,6,6,4,3,1
35,0,0,1,2,5,3,7,3,2
36,0,0,1,2,2,6,2,3,4
37,0,0,2,2,2,0,6,6,2
38,0,0,0,1,3,1,4,6,3
39,0,0,0,4,1,6,3,4,5
40,0,0,0,2,0,3,2,2,4
41,0,0,0,0,1,4,1,1,4
42,0,0,0,0,2,1,0,1,3
43,0,0,0,0,0,1,0,0,3
44,0,1,0,1,1,6,1,3,3
45,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0
