"id","title","value","link","group"
"395","USA: Oberster Gerichtshof von Wisconsin hebt landesweite Maskenpflicht auf","1","https://de.rt.com/nordamerika/115309-usa-oberster-gerichtshof-von-wisconsin/","RT DE"
"396","Reiter der Apokalypse","1","https://www.weltwoche.ch/ausgaben/2020-48/diese-woche/eilmeldung-die-weltwoche-ausgabe-48-2020.html","Weltwoche"
"397","Weltwoche","5","","Weltwoche"
"398","Schwere Impf-Nebenwirkungen: Dänen verlangen Entschädigung","1","https://www.wochenblick.at/schwere-impf-nebenwirkungen-daenen-verlangen-entschaedigung/","Wochenblick"
"399","World Economic Forum Annual Meeting Davos 2020","1","https://www.weforum.org/events/world-economic-forum-annual-meeting-2020","World Economic Forum"
"400","World Economic Forum","2","","World Economic Forum"
"401","Starke vaginale Blutungen beobachtet: Lösen mRNA-Impfstoffe Zyklusstörungen aus?","1","https://www.rnd.de/gesundheit/vaginale-blutungen-nach-corona-impfung-loesen-mrna-impfstoffe-zyklusstoerungen-aus-VM7W2HDUHFBELKO2LHQK7OOC5Q.html","RND"
"402","RND","7","","RND"
"403","COVID-19: Ivermectin scheitert in klinischer Studie in Lateinamerika","1","https://www.aerzteblatt.de/nachrichten/121789/COVID-19-Ivermectin-scheitert-in-klinischer-Studie-in-Lateinamerika","Deutsches Ärzteblatt"
"404","Nicht verfassungskonform: Finnlands Regierung sagt Nein zu Ausgangssperren in mehreren Städten","1","https://de.rt.com/gesellschaft/115258-nicht-verfassungskonform-finnlands-regierung-sagt-lockdown-ab/","RT DE"
"405","Wer wünscht sich schon Beifall von der falschen Seite?","1","https://www.infosperber.ch/gesundheit/public-health/wer-wuenscht-sich-schon-beifall-von-der-falschen-seite/","INFOsperber"
"406","Hallo Menschlichkeit: Ist jemand zu Hause?","1","https://www.dieostschweiz.ch/artikel/hallo-menschlichkeit-ist-jemand-zu-hause-PJna8ga","Die Ostschweiz"
"407","Urteil von Gericht in Weimar schützt Kinder vor Kindeswohlgefährdung","1","https://tkp.at/2021/04/11/urteil-von-gericht-in-weimar-schuetzt-kinder-vor-kindeswohlgefaehrdung/","tp - Science & Technology"
"408","2020News wird massiv angegriffen nach Artikel zu Sensationsurteil - warum?","1","https://2020news.de/2020news-wird-massiv-angegriffen-wegen-der-weimarer-entscheidung-was-steckt-dahinter/","2020 News"
"409","Langsam wird es kriminell: Neue Indizien, dass Nebenwirkungen von COVID-19 Impfstoffen unterschlagen werden","1","https://sciencefiles.org/2021/07/01/langsam-wird-es-kriminell-neue-indizien-dass-nebenwirkungen-von-covid-19-impfstoffen-unterschlagen-werden/","ScienceFiles"
"410","Informed consent disclosure to vaccine trial subjects of risk of COVID-19 vaccines worsening clinical disease","1","https://pubmed.ncbi.nlm.nih.gov/33113270/","PubMed"
"411","PubMed","1","","PubMed"
"412","Sensationsurteil in Österreich: PCR-Test nicht als Infektionsnachweis geeignet","1","https://reitschuster.de/post/sensations-urteil-in-oesterreich-pcr-test-nicht-zur-diagnostik-geeignet/","reitschuster"
"413","Ungleichbehandlung von Geimpften und Ungeimpften? – Anwälte fordern Empfehlung von Ethikrat","1","https://www.epochtimes.de/society/ungleichbehandlung-von-geimpften-und-ungeimpften-anwaelte-fordern-empfehlung-von-ethikrat-a3540221.html","Epoch Times"
"414","US-Pressekonferenz gibt Welt Hoffnung: Medien, Fauci und China zur Verantwortung ziehen","1","https://report24.news/us-pressekonferenz-gibt-welt-hoffnung-medien-fauci-und-china-zur-verantwortung-ziehen/","Report24"
"415","Drosten-Vorgänger wendet sich gegen die Regierung","1","https://2020news.de/drosten-vorgaenger-wendet-sich-gegen-die-regierung/","2020 News"
"416","Schlimmer als die Krankheit?","1","https://2020news.de/schlimmer-als-die-krankheit/","2020 News"
"417","COVID-19-Impfungen mit Nebenwirkungen: Bundesinstitut streicht schwere Verdachtsfälle aus der Liste","1","https://de.rt.com/inland/115477-covid-19-impfungen-mit-nebenwirkungen/","RT DE"
"418","Das Impfexperiment an Kindern: Augen zu und durch(impfen)","1","https://www.wochenblick.at/das-impfexperiment-an-kindern-augen-zu-und-durchimpfen/","Wochenblick"
"419","""Können Langzeitsicherheit nicht beurteilen""","1","https://www.zdf.de/nachrichten/zdfheute-live/corona-impfstoff-zulassung-ludwig-video-100.html","ZDF"
"420","ZDF","10","","ZDF"
"421","Globale Corona-Politik: Das Gegenteil von „Schutz“ und „Solidarität“","1","https://www.nachdenkseiten.de/?p=67116","NachDenkSeiten"
"422","Super-Junk-Spreader-Studie: Querdenkerdemos und COVID-19 Erkrankungen sind nicht kausal","1","https://sciencefiles.org/2021/02/10/super-junk-spreader-studie-querdenkerdemos-und-covid-19-erkrankungen-sind-nicht-kausal/","ScienceFiles"
"423","6-Hansel als Legitimation gesellschaftlicher Zerstörung: Lockdown-Maßnahmen haben keinerlei wissenschaftliche Basis – [HART-Studie 1]","1","https://sciencefiles.org/2021/03/25/6-hansel-als-legitimation-gesellschaftlicher-zerstorung-lockdown-masnahmen-haben-keinerlei-wissenschaftliche-basis-hart-studie-1/","ScienceFiles"
"424","Erfolg vor Gericht: Querdenken-Anwalt muss Mega-Strafzettel nicht bezahlen","1","https://www.nordkurier.de/neustrelitz/querdenken-anwalt-muss-mega-strafzettel-nicht-bezahlen-2143612805.html","Nordkurier"
"425","Nein zu grünem Impfpass: Anwälte für Aufklärung beweisen Mut","1","https://www.wochenblick.at/nein-zu-gruenem-impfpass-anwaelte-fuer-aufklaerung-beweisen-mut/","Wochenblick"
"426","Die COVID-19-Impfpflicht (für Kinder) wird kommen: Europäischer Gerichtshof für Menschenrechte macht den Weg frei","1","https://sciencefiles.org/2021/04/08/die-covid-19-impfpflicht-fur-kinder-wird-kommen-europaischer-gerichtshof-fur-menschenrechte-macht-den-weg-frei/","ScienceFiles"
"427","Offener Brief an die Bundeskanzlerin: Immer mehr Ärzte haben genug vom Irrsinn der Corona-Politik","1","https://www.journalistenwatch.com/2020/10/12/offener-brief-bundeskanzlerin/","Jouwatch"
"428","Dekonstruktion des Programmcodes des BioNTech/Pfizer SARS-CoV-2 Impfstoffes","1","https://berthub.eu/articles/posts/german-reverse-engineering-source-code-of-the-biontech-pfizer-vaccine/","berthub.eu"
"429","berthub.eu","1","","berthub.eu"
"430","Zu Tode geschützt – auch die schweigende Mehrheit ist Corona-müde","1","https://www.nzz.ch/wissenschaft/zu-tode-geschuetzt-auch-die-schweigende-mehrheit-ist-corona-muede-ld.1609485","NZZ"
"431","Mediziner kritisiert strenge Maßnahmen: Sechsmal höhere Corona-Todeszahl in Deutschland als in Indien","1","https://www.epochtimes.de/politik/deutschland/mediziner-kritisiert-strenge-massnahmen-sechsmal-hoehrer-corona-todeszahl-in-deutschland-als-in-indien-a3512986.html","Epoch Times"
"432","Das stille Leid der Alten: Pflegerinnen geraten an Belastungsgrenze","1","https://www.wochenblick.at/das-stille-leid-der-alten-pflegerinnen-geraten-an-belastungsgrenze/","Wochenblick"
"433","Offener Brief von Ärzten, Wissenschaft, Unternehmern und Angehörigen der Gesundheitsberufe der Schweiz.","1","","Aletheia"
"434","Experten sehen Gefahr durch ungetestete Impfstoffe","1","https://www.wochenblick.at/experten-sehen-gefahr-durch-ungetestete-impfstoffe/","Wochenblick"
"435","Produkteigenschaften: Mehr Details zum Biontech-Impfstoff","1","https://www.pharmazeutische-zeitung.de/mehr-details-zum-biontech-impfstoff-122358/","Pharmazeutische Zeitung"
"436","Pharmazeutische Zeitung","7","","Pharmazeutische Zeitung"
"437","Nach der Impfung mit dem Biontech/Pfizer-Impfstoff: Neun Tote in Luzerner Altersheim","1","https://corona-transition.org/nach-der-impfung-mit-dem-biontech-pfizer-impfstoff-neun-tote-in-luzerner","Corona Transition"
"438","Barbara Müller: „Ich werde die entsprechenden Personen wegen Nötigung, Drohung und Körperverletzung anzeigen“","1","https://corona-transition.org/barbara-muller-ich-werde-die-entsprechenden-personen-wegen-notigung-drohung-und","Corona Transition"
"439","Trotz Corona-Lockerungen: Zahl testpositiver Todesfälle im US-Bundesstaat Texas sinkt deutlich","1","https://de.rt.com/nordamerika/117697-nach-kritik-corona-lockerungen-immer/","RT DE"
"440","Mit allen Wassern gewaschen","1","https://www.dieostschweiz.ch/artikel/mit-allen-wassern-gewaschen-YrnpQDL","Die Ostschweiz"
"441","Mut zur Freiheit","1","https://www.rubikon.news/artikel/mut-zur-freiheit","Rubikon"
"442","Zwei wichtige neue Urteile: die Luft wird dünner für die Regierung","1","https://2020news.de/zwei-neue-urteile-die-luft-wird-duenner/","2020 News"
"443","So kommt man zu einem T-Zellen Test zur Bestimmung der Immunität","1","https://tkp.at/2021/02/11/so-kommt-man-zu-einem-t-zellen-test-zur-bestimmung-der-immunitaet/","tp - Science & Technology"
"444","Wegen falscher Corona-Zahlen - Gericht bestätigt: Demo-Verbot in Wien war illegal!","1","https://www.wochenblick.at/wegen-falscher-corona-zahlen-gericht-bestaetigt-demo-verbot-in-wien-war-illegal/","Wochenblick"
"445","""Vorsorgliche Maßnahme"" - Keine Astrazeneca-Impfungen für Charité-Mitarbeiterinnen unter 55 Jahren","1","https://web.archive.org/web/20210330202507/https://www.deutschlandfunk.de/vorsorgliche-massnahme-keine-astrazeneca-impfungen-fuer.1939.de.html?drn:news_id=1243279","Deutschlandfunk"
"446","Deutschlandfunk","3","","Deutschlandfunk"
"447","Das Missverständnis über den „Impfsschutz“","1","https://tkp.at/2021/02/20/das-missverstaendnis-ueber-den-impfsschutz/","tp - Science & Technology"
"448","Konnte man es nicht wissen im März 2020? Oh doch, man konnte!","1","https://tkp.at/2021/05/22/konnte-man-es-nicht-wissen-im-maerz-2020-oh-doch-man-konnte/","tp - Science & Technology"
"449","Karl Lauterbach auf Twitter: Aufklärung oder Panikmache?","1","https://www.tagesschau.de/faktenfinder/lauterbach-twitter-101.html","tagesschau.de"
"450","tagesschau.de","7","","tagesschau.de"
"451","Virus-Gewinnler: Pfizer/Biontech Knebelvertrag für Comirnaty geleaked – Sie bezahlen ALLES","1","https://sciencefiles.org/2021/07/27/virus-gewinnler-pfizer-biontech-knebelvertrag-fur-comirnaty-geleaked-sie-bezahlen-alles/","ScienceFiles"
"452","Was hat uns der Lockdown gebracht?","1","https://www.medinside.ch/de/post/was-hat-uns-der-lockdown-gebracht","medinside.ch"
"453","Kindeswohl oder Nötigung? – Pensionierter Richter über Maskenpflicht, Abstand und Corona-Tests an Schulen","1","https://www.epochtimes.de/society/kindeswohl-oder-noetigung-pensionierter-richter-ueber-maskenpflicht-abstand-und-corona-tests-an-schulen-a3505504.html","Epoch Times"
"454","Die Corona-Impfung als Kommunion","1","https://www.achgut.com/artikel/die_spritze_als_kommunion","Achgut.com"
"455","""Da könnte man auch würfeln"": Krankenschwester rechnet mit Test & Impfung ab","1","https://www.wochenblick.at/da-koennte-man-auch-wuerfeln-krankenschwester-rechnet-mit-test-impfung-ab/","Wochenblick"
"456","Noch infektiöserer Virus durch Impfung? Impfkommission beantwortet Epoch-Times-Anfrage","1","https://www.epochtimes.de/china/china-medizin/nach-dem-dringenden-appell-von-bossche-an-die-who-antwort-der-impfkommission-a3482011.html","Epoch Times"
"457","Italienische Zeitung: Viermal mehr Todesfälle bei Pfizer als bei AstraZeneca","1","https://report24.news/italienische-zeitung-viermal-mehr-todesfaelle-bei-pfizer-als-bei-astrazeneca/","Report24"
"458","Merkel über „ungeimpfte Kinder“: Der Politik verrutschen sämtliche Maßstäbe","1","https://www.welt.de/debatte/kommentare/plus230720047/Merkel-ueber-ungeimpfte-Kinder-Der-Politik-verrutschen-saemtliche-Massstaebe.html","Die Welt"
"459","Verwaltungsgericht Solothurn kippt Maskenpflicht an Schulen","1","https://corona-transition.org/verwaltungsgericht-solothurn-kippt-maskenpflicht-an-schulen","Corona Transition"
"460","Die Covid-19-Pandemie in Frankfurt am Main: Was sagen die Daten?","1","","Hessisches Ärzteblatt"
"461","Coronavirus: ETH & BAG korrigieren R-Wert von 1,18 auf 1,12","1","https://www.nau.ch/politik/bundeshaus/coronavirus-eth-bag-korrigieren-r-wert-von-118-auf-112-65895507","Nau"
"462","Nau","15","","Nau"
"463","Starke existierende Immunität durch T-Zellen gegen SARS-CoV-2","1","https://tkp.at/2021/06/29/starke-existierende-immunitaet-durch-t-zellen-gegen-sars-cov-2/","tp - Science & Technology"
"464","Der geistige Lockdown der COVID-19-Taskforce","1","https://www.medinside.ch/de/post/der-geistige-lockdown-der-covid-19-taskforce","medinside.ch"
"465","Wenn man daneben haut, war es eben nur ein «Modell»","1","https://www.dieostschweiz.ch/artikel/wenn-man-daneben-haut-war-es-eben-nur-ein-modell-EmwD6bm","Die Ostschweiz"
"466","Freiheits-Lüge für Impfung: Die Herdenimmunität kommt womöglich nie","1","https://www.wochenblick.at/freiheits-luege-fuer-impfung-die-herdenimmunitaet-kommt-womoeglich-nie/","Wochenblick"
"467","Die Covid-19-Impfungen: Desinformation und Skrupellosigkeit ins Extrem getrieben","1","https://www.aargau-zuerich.ch/post/covid-19-impfungen","aargau-zuerich.ch"
"468","aargau-zuerich.ch","5","","aargau-zuerich.ch"
"469","Trauriger Rekord bei Toten nach Impfung – so viele waren es noch nie!","1","https://www.wochenblick.at/trauriger-rekord-bei-toten-nach-impfung-so-viele-waren-es-noch-nie/","Wochenblick"
"470","Pervertierung der Corona-Wissenschaft: ""Pure Geldmacherei""","1","https://reitschuster.de/post/pervertierung-der-corona-wissenschaft-pure-geldmacherei/","reitschuster"
"471","Nach Impfung lauter Corona-Fälle in Altenheim: Kam Virus aus der Nadel?","1","https://www.wochenblick.at/nach-impfung-lauter-corona-faelle-in-altenheim-kam-virus-aus-der-nadel/","Wochenblick"
"472","Corona: Gesundheitskommission will Restaurants am 22. März öffnen","1","https://www.nzz.ch/schweiz/corona-gesundheitskommission-will-restaurants-am-22-maerz-oeffnen-ld.1602801","NZZ"
"473","«Wir sind für die Gemeinschaft geschaffen»","1","https://www.medinside.ch/de/post/die-alarmisten-verstossen-gegen-den-hippokratischen-eid","medinside.ch"
"474","Interview zu Maskenpflicht – «Man sollte der Öffentlichkeit nichts vorgaukeln»","1","https://www.tagesanzeiger.ch/man-sollte-der-oeffentlichkeit-nichts-vorgaukeln-780632651447","Tagesanzeiger"
"475","mRNA-Impfstoffe: Erste Hinweise auf Langzeitfolgen","1","https://reitschuster.de/post/mrna-impfstoffe-erste-hinweise-auf-langzeitfolgen/","reitschuster"
"476","Dr. Reiner Fuellmich zu PCR-Test-Klagen: Die Politik arbeitet „mit allen möglichen Taschenspielertricks“","1","https://www.epochtimes.de/politik/deutschland/dr-reiner-fuellmich-zu-pcr-test-klagen-die-politik-arbeitet-mit-allen-moeglichen-taschenspielertricks-a3454126.html","Epoch Times"
"477","Virologenlästerung? YouTube zensiert jetzt auch für Drosten","1","https://reitschuster.de/post/youtube-zensiert-jetzt-auch-fuer-drosten/","reitschuster"
"478","Massive Gesundheitsschädigung durch Masken","1","https://reitschuster.de/post/massive-gesundheitsschaedigung-durch-masken/","reitschuster"
"479","SRF hetzt gegen kritische Ärzte: Ombudsstelle sieht kein Problem","1","https://corona-transition.org/srf-hetzt-gegen-kritische-arzte-ombudsstelle-sieht-kein-problem","Corona Transition"
"480","Erschreckende Statistik - Impfnebenwirkungen jetzt amtlich","1","https://2020news.de/erschreckende-statistik-impfnebenwirkungen-jetzt-amtlich/","2020 News"
"481","Impfung? Nein danke! Werden 23 Millionen Deutsche jetzt zu Bürgern 2. Klasse?","1","https://www.focus.de/politik/deutschland/geringe-impfbereitschaft-in-deutschland-22-millionen-menschen-wollen-sich-nicht-impfen-lassen-werden-sie-zu-buergern-2-klasse_id_13026138.html","Focus Online"
"482","Keine ""zweite Welle""? – Ex-Topwissenschaftler von Pfizer spricht von ""Pseudo-Pandemie""","1","https://de.rt.com/international/109979-es-gibt-keine-zweite-welle/","RT DE"
"483","Coronavirus in der Schweiz - Keine Übersterblichkeit bei unter 65-Jährigen wegen Covid-19","1","https://www.srf.ch/news/schweiz/coronavirus-in-der-schweiz-keine-uebersterblichkeit-bei-unter-65-jaehrigen-wegen-covid-19","SRF"
"484","Professor Eggers Panikorchester","1","https://www.weltwoche.ch/ausgaben/2020-44/diese-woche/eilmeldung-die-weltwoche-ausgabe-44-2020.html","Weltwoche"
"485","Rote-Hand-Briefe für Covid-«Impfstoffe»","1","https://corona-transition.org/rote-hand-briefe-fur-covid-impfstoffe","Corona Transition"
"486","Fälle schwerer Nebenwirkungen bei der Impfung von Jugendlichen und Kindern","1","https://tkp.at/2021/07/03/faelle-schwerer-nebenwirkungen-bei-der-impfung-von-jugendlichen-und-kindern/","tp - Science & Technology"
"487","Alle Amtsärzte Berlins fordern Ende der inzidenzbasierten Lockdownpolitik","1","https://www.tichyseinblick.de/daili-es-sentials/alle-amtsaerzte-berlins-fordern-ende-der-inzidenzbasierten-lockdownpolitik/","Tichys Einblick"
"488","Mutierte Viren und die Gefahr von Lockdowns","1","https://corona-transition.org/mutierte-viren-und-die-gefahr-von-lockdowns","Corona Transition"
"489","«Die Politik fördert weder Vielfalt noch Transparenz»","1","https://www.dieostschweiz.ch/artikel/die-politik-foerdert-weder-vielfalt-noch-transparenz-nDjjdDm","Die Ostschweiz"
"490","COVID-19: Serology, antibodies and immunity","1","https://web.archive.org/web/20201114155259/https://www.who.int/news-room/q-a-detail/coronavirus-disease-covid-19-serology","WHO"
"491","WHO","4","","WHO"
"492","Swissmedic meidet heikle Fragen zum Impfstoff von Johnson&Johnson","1","https://corona-transition.org/swissmedic-meidet-heikle-fragen-zum-impfstoff-von-johnson-johnson","Corona Transition"
"493","Hallo Zukunft, bitte zahlen!","1","https://www.dieostschweiz.ch/artikel/hallo-zukunft-bitte-zahlen-KvYqVgX","Die Ostschweiz"
"494","Gefahr Corona-Impfstoff: alle Katzen tot","1","https://2020news.de/gefahr-corona-impfstoff-alle-katzen-tot/","2020 News"
"495","Suizidstatistik: Deshalb dauert es so lange - und es soll besser werden","1","https://www.dieostschweiz.ch/artikel/suizidstatistik-deshalb-dauert-es-so-lange-und-es-soll-besser-werden-zzkxYwR","Die Ostschweiz"
"496","WHO Information Network for Epidemics","1","https://www.who.int/docs/default-source/coronaviruse/risk-comms-updates/update-1-epi-win-ncov-0.pdf?sfvrsn=c26880ae_2&download=true","World Health Organization"
"497","World Health Organization","20","","World Health Organization"
"498","Geschätzt 2’000 Leute an Corona-Demo in Altdorf","1","https://linth24.ch/articles/61098-geschaetzt-2-000-leute-an-corona-demo-in-altdorf","linth24"
"499","«Panikmacher sollten sich entschuldigen»","1","https://linth24.ch/articles/13833-panikmacher-sollten-sich-entschuldigen","linth24"
"500","Covid-Antikörper-Test: Ist er wirklich wertlos?","1","https://infekt.ch/2021/01/covid-antikoerper-test-ist-er-wirklich-wertlos/","infekt.ch"
"501","infekt.ch","7","","infekt.ch"
"502","Corona-Todesfälle: Die Mär von den zehn verlorenen Lebensjahren","1","https://www.heise.de/tp/features/Corona-Todesfaelle-Die-Maer-von-den-zehn-verlorenen-Lebensjahren-5060636.html","Telepolis"
"503","Keine Übersterblichkeit trotz Covid","1","https://www.heise.de/tp/features/Keine-Uebersterblichkeit-trotz-Covid-5001962.html","Telepolis"
"504","PCR-Test-Hersteller: Die Hälfte aller Corona-Positiven ist nicht ansteckend","1","https://www.nordkurier.de/politik-und-wirtschaft/die-haelfte-aller-corona-positiven-ist-nicht-ansteckend-2241827212.html","Nordkurier"
"505","Zeit für Ungehorsam","1","https://www.nachdenkseiten.de/?p=66302","NachDenkSeiten"
"506","WHO ändert für die Impfagenda die Definition der Herdenimmunität","1","https://2020news.de/who-aendert-definition-der-herdenimmunitaet/","2020 News"
"507","Verbrechen gegen die Menschlichkeit: Klagen gegen WHO und Regierungen","1","https://www.wochenblick.at/verbrechen-gegen-die-menschlichkeit-klagen-gegen-who-und-regierungen/","Wochenblick"
"508","USA: Mitte Juni bereits 7 tote Kinder in zeitlicher Nähe zur Impfung","1","https://report24.news/usa-mitte-juni-bereits-7-tote-kinder-in-zeitlicher-naehe-zur-impfung/","Report24"
"509","Kinder entwickeln langfristige Immunität gegen COVID-19","1","https://www.klinikum.uni-heidelberg.de/newsroom/kinder-entwickeln-langfristige-immunitaet-gegen-covid-19/","Universitätsklinika in Freiburg, Heidelberg, Tübingen und Ulm"
"510","Universitätsklinika in Freiburg, Heidelberg, Tübingen und Ulm","1","","Universitätsklinika in Freiburg, Heidelberg, Tübingen und Ulm"
"511","STIKO gibt keine Impfempfehlung für Kinder","1","https://www.n-tv.de/panorama/STIKO-gibt-keine-Impfempfehlung-fuer-Kinder-article22576099.html","ntv"
"512","ntv","43","","ntv"
"513","UK-Kinderarzt: Kinder werden an COVID-19-Impfung sterben","1","https://sciencefiles.org/2021/06/04/uk-kinderarzt-kinder-werden-an-covid-19-impfung-sterben/","ScienceFiles"
"514","Impfstoff-Spike-Protein bleibt nicht stationär – Neue Studie weist Spike-Protein in Blutplasma von Geimpften nach","1","https://sciencefiles.org/2021/06/20/impfstoff-spike-protein-bleibt-nicht-stationar-neue-studie-weist-spike-protein-in-blutplasma-von-geimpften-nach/","ScienceFiles"
"515","Nebenwirkungen der Covid-19 Impfungen in der Schweiz – Update","1","https://www.swissmedic.ch/swissmedic/de/home/news/coronavirus-covid-19/nebenwirkungen-covid-19-impfungen-ch.html","Swissmedic"
"516","Sogenannte „Impfmuffel“ werden nun offiziell als „Volksfeinde“ bezeichnet","1","https://unser-mitteleuropa.com/sogenannte-impfmuffel-werden-nun-offiziell-als-volksfeinde-bezeichnet/","Unser Mitteleuropa"
"517","Falsche Pandemien","1","https://multipolar-magazin.de/artikel/falsche-pandemien","multipolar"
"518","Impeachment - Amtsenthebung von Bundesräten? St.Galler Nationalrat Mike Egger plant Vorstoss","1","https://www.tagblatt.ch/ostschweiz/impeachement-amtsenthebung-von-bundesraeten-stgaller-nationalrat-mike-egger-plant-vorstoss-ld.2105666","tagblatt.ch"
"519","«Dürfen diese Menschen denn nicht gehen?»","1","https://www.dieostschweiz.ch/artikel/duerfen-diese-menschen-denn-nicht-gehen-qGoO9Qd","Die Ostschweiz"
"520","Die Daten beweisen es: Die britische Variante ist wesentlich weniger gefährlich","1","https://corona-transition.org/die-daten-beweisen-es-die-britische-variante-ist-wesentlich-weniger-gefahrlich","Corona Transition"
"521","Bayern: Krankenpflegerin (55) stirbt nach AstraZeneca-Impfung mit Verdacht auf Blutgerinnsel","1","https://www.epochtimes.de/politik/deutschland/krankenpflegerin-im-allgaeu-stirbt-mit-verdacht-auf-blutgerinnsel-im-gehirn-a3476903.html","Epoch Times"
"522","Die „Maus“ und Corona: „Was darf ich?“","1","https://www.nachdenkseiten.de/?p=67271","NachDenkSeiten"
"523","Gefahren von schwerer Erkrankung nach Impfung durch Antikörper-abhängige Verstärkung","1","https://tkp.at/2021/05/26/gefahren-von-schwerer-erkrankung-nach-impfung-durch-antikoerper-abhaengige-verstaerkung/","tp - Science & Technology"
"524","Stimmt die Geschichte von den jüngeren Covid-Patienten?","1","https://tkp.at/2021/04/29/stimmt-die-geschichte-von-den-juengeren-covid-patienten/","tp - Science & Technology"
"525","""Nadel der Freiheit"": So perfide wird der Corona-Impfdruck erzeugt","1","https://www.wochenblick.at/nadel-der-freiheit-so-perfide-wird-der-corona-impfdruck-erzeugt/","Wochenblick"
"526","US-Daten: Probleme mit Blutgerinnung bei allen drei Impfstoffen mit Notfallzulassung","1","https://tkp.at/2021/04/17/us-daten-probleme-mit-blutgerinnung-bei-allen-drei-impfstoffen-mit-notfallzulassung/","tp - Science & Technology"
"527","Gouverneur DeSantis hat Impfpässe per Executive Order in Florida verboten","1","https://tkp.at/2021/04/03/gouverneur-desantis-hat-impfpaesse-per-executive-order-in-florida-verboten/","tp - Science & Technology"
"528","Nein, Herr Bundespräsident: Impfen gegen Covid-19 ist keine Bürgerpflicht, sondern die freie Entscheidung von jedem Schweizer","1","https://www.weltwoche-daily.ch/beitrag/nein-herr-bundespraesident-impfen-gegen-covid-19-ist-keine-buergerpflicht-sondern-die-freie-entscheidung-von-jedem-schweizer/","Weltwoche daily"
"529","36-jähriger Arzt stirbt in den USA nach Corona-Impfung: Autopsie soll Todesursache klären","1","https://de.rt.com/nordamerika/113240-36-jahriger-arzt-stirbt-in/","RT DE"
"530","Bayern: Sieben Tote nach Corona-Impfung in Altersheim","1","https://reitschuster.de/post/bayern-sieben-tote-nach-corona-impfung-in-altersheim/","reitschuster"
"531","Offizielle Zahlen belegen unmissverständlich: Lockdowns töten","1","https://tkp.at/2021/01/29/offizielle-zahlen-belegen-unmissverstaendlich-lockdowns-toeten/","tp - Science & Technology"
"532","Infektionssterblichkeit bei Covid-19 nach unten korrigiert","1","https://corona-transition.org/infektionssterblichkeit-bei-covid-19-nach-unten-korrigiert","Corona Transition"
"533","Forscher: Kaum Ansteckungsgefahr im Freien, Lockdown schadet","1","https://reitschuster.de/post/forscher-kaum-ansteckungsgefahr-im-freien-lockdown-schadet/","reitschuster"
"534","Sind wir bereit für eine Sternstunde der Demokratie?","1","https://miloszmatuschek.substack.com/p/sind-wir-bereit-fur-eine-sternstunde","substack.com"
"535","Wegen Schwedens ""anderer"" Corona-Strategie: Wissenschaftler sollen Öffentlichkeit manipuliert haben","1","https://de.rt.com/europa/113211-wegen-schwedens-anderer-corona-strategie/","RT DE"
"536","Peinliche Beschaffungs-Panne - VBS-Masken fallen im Qualitätstest durch","1","https://www.srf.ch/news/schweiz/peinliche-beschaffungs-panne-vbs-masken-fallen-im-qualitaetstest-durch","SRF"
"537","Kinderspital Zürich - Pandemie führt zu mehr Kindsmisshandlungen","1","https://www.srf.ch/news/schweiz/kinderspital-zuerich-pandemie-fuehrt-zu-mehr-kindsmisshandlungen","SRF"
"538","Nena dankt ""Querdenkern""","1","https://www.n-tv.de/leute/Nena-dankt-Querdenkern-article22446699.html","ntv"
"539","Israel rätselt über ungewöhnliche Virus-Ausbrüche","1","https://www.berliner-zeitung.de/news/israel-raetselt-ueber-ungewoehnliche-virus-ausbrueche-li.169246","Berliner Zeitung"
"540","Polizisten-Brief belegt: Exekutive hatte Befehl zu Demo-Eskalation!","1","https://www.wochenblick.at/polizisten-brief-belegt-exekutive-hatte-befehl-zu-demo-eskalation/","Wochenblick"
"541","USA prüfen Fälle von Herzmuskelentzündung","1","https://www.n-tv.de/panorama/USA-pruefen-Faelle-von-Herzmuskelentzuendung-article22572632.html","ntv"
"542","Johnson & Johnson: Auslieferung von Corona-Impfstoff in Europa verschoben","1","https://www.welt.de/wissenschaft/article230250857/Johnson-Johnson-Auslieferung-von-Corona-Impfstoff-in-Europa-verschoben.html","Die Welt"
"543","Auch Norwegen setzt Impfungen mit AstraZeneca aus – Berlin sieht keinen Anlass für einen Stopp","1","https://www.epochtimes.de/politik/deutschland/auch-norwegen-setzt-impfungen-mit-astrazeneca-vakzin-aus-bundesgesundheitsministerium-sieht-keinen-anlass-fuer-stopp-a3468170.html","Epoch Times"
"544","Aerosol-Physiker: Maskenpflicht im Freien ist ""völliger Unsinn""","1","https://www.epochtimes.de/gesundheit/medizin/aerosol-physiker-maskenpflicht-im-freien-ist-voelliger-unsinn-a3453169.html","Epoch Times"
"545","Was ist da los? US-Bundesstaat Texas trotzt dramatischen Corona-Prophezeiungen","1","https://de.rt.com/nordamerika/115873-was-ist-da-los-us/","RT DE"
"546","Covid-19: Was die Sterbedaten der verschiedenen Länder verraten","1","https://www.welt.de/debatte/plus215257850/Covid-19-Was-die-Sterbedaten-der-verschiedenen-Laender-verraten.html","Die Welt"
"547","Ex-Charité-Chefvirologe: Offener Brief an Bundesregierung","1","https://www.welt.de/politik/deutschland/article230263299/Ex-Charite-Chefvirologe-Offener-Brief-an-Bundesregierung.html","Die Welt"
